uuid,sku,variety,title,price,in_stock,link,category,tags,image_url,image_path,split,cleaned_strings,length_cm,length_inches,gender,breeder,tags_list
829c1e,9868734529848,Default Title,Default Title — 25C-011 Kohaku,600.0,True,https://www.champkoi.com/products/25c-011-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-011_600x_ff0083e5-14d2-4aa4-ac7a-affcd46fc493.jpg?v=1744418062,champkoi_data/829c1e_Default_Title_—_25C-011_Kohaku.jpg,"['Default', 'Title', '—', '25C-011', 'Kohaku']","['25C-011', 'Kohaku']",,,,,['Kohaku']
b79ef7,9868734628152,Default Title,Default Title — 25C-012 Kohaku,600.0,True,https://www.champkoi.com/products/25c-012-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-012_600x_6bad5e5d-bea0-44bf-b990-a55a66a67925.jpg?v=1744418082,champkoi_data/b79ef7_Default_Title_—_25C-012_Kohaku.jpg,"['Default', 'Title', '—', '25C-012', 'Kohaku']","['25C-012', 'Kohaku']",,,,,['Kohaku']
cb5b4e,9868735086904,Default Title,Default Title — 25C-015 Kohaku,600.0,True,https://www.champkoi.com/products/25c-015-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-015_600x_bd7c7159-8fe7-4289-99e9-7aa50b5560cc.jpg?v=1744418153,champkoi_data/cb5b4e_Default_Title_—_25C-015_Kohaku.jpg,"['Default', 'Title', '—', '25C-015', 'Kohaku']","['25C-015', 'Kohaku']",,,,,['Kohaku']
0b7fcc,9868735152440,Default Title,Default Title — 25C-016 Kohaku,600.0,True,https://www.champkoi.com/products/25c-016-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-016_600x_84236eb5-9395-4efd-994b-d5c65143d800.jpg?v=1744418171,champkoi_data/0b7fcc_Default_Title_—_25C-016_Kohaku.jpg,"['Default', 'Title', '—', '25C-016', 'Kohaku']","['25C-016', 'Kohaku']",,,,,['Kohaku']
6a1ebf,9868735316280,Default Title,Default Title — 25C-017 Kohaku,600.0,True,https://www.champkoi.com/products/25c-017-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-017_600x_342d951c-79c7-49ea-9736-d48508617873.jpg?v=1744418211,champkoi_data/6a1ebf_Default_Title_—_25C-017_Kohaku.jpg,"['Default', 'Title', '—', '25C-017', 'Kohaku']","['25C-017', 'Kohaku']",,,,,['Kohaku']
5d0717,9868735381816,Default Title,Default Title — 25C-018 Kohaku,600.0,True,https://www.champkoi.com/products/25c-018-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-018_600x_5374f701-eb6b-474e-80a2-84a13411b9b5.jpg?v=1744418228,champkoi_data/5d0717_Default_Title_—_25C-018_Kohaku.jpg,"['Default', 'Title', '—', '25C-018', 'Kohaku']","['25C-018', 'Kohaku']",,,,,['Kohaku']
f10e2e,9868735480120,Default Title,Default Title — 25C-019 Kohaku,600.0,True,https://www.champkoi.com/products/25c-019-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-019_600x_3190b5fb-ea14-4f4a-b011-8bd4563a8117.jpg?v=1744418246,champkoi_data/f10e2e_Default_Title_—_25C-019_Kohaku.jpg,"['Default', 'Title', '—', '25C-019', 'Kohaku']","['25C-019', 'Kohaku']",,,,,['Kohaku']
161fab,9690138050872,"A: 17"" (43cm) Female Doitsu Kohaku [Maruhide]","A: 17"" (43cm) Female Doitsu Kohaku [Maruhide] — 2025WINTER-039",800.0,False,https://www.champkoi.com/products/2025winter-039,Group_Koi,"['Beni Ginga', 'Doitsu Kohaku', 'Platinum Ogon']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-039_600x_53cfd535-b40f-4c4f-9982-a90ba6fd03c9.jpg?v=1736544220,champkoi_data/161fab_A_17_(43cm)_Female_Doitsu_Kohaku_[Maruhide]_—_2025WINTER-039.jpg,"['A:', '17""', '(43cm)', 'Female', 'Doitsu', 'Kohaku', '[Maruhide]', '—', '2025WINTER-039']","['17""', '(43cm)', 'Female', 'Doitsu', 'Kohaku', '[Maruhide]', '2025WINTER-039']",43cm,"17""",Female,Maruhide,"['Beni Ginga', 'Doitsu Kohaku', 'Platinum Ogon']"
49b661,9690140934456,"A: 16"" (41cm) Female Kin Showa [Kanno]","A: 16"" (41cm) Female Kin Showa [Kanno] — 2025WINTER-040",800.0,False,https://www.champkoi.com/products/2025winter-040,Group_Koi,"['Kin Showa', 'Kohaku', 'Tancho Sanke']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-040_600x_a3eb29b5-08e1-4ed8-9e48-b2a9ba1e7224.jpg?v=1736544298,champkoi_data/49b661_A_16_(41cm)_Female_Kin_Showa_[Kanno]_—_2025WINTER-040.jpg,"['A:', '16""', '(41cm)', 'Female', 'Kin', 'Showa', '[Kanno]', '—', '2025WINTER-040']","['16""', '(41cm)', 'Female', 'Kin', 'Showa', '[Kanno]', '2025WINTER-040']",41cm,"16""",Female,Kanno,"['Kin Showa', 'Kohaku', 'Tancho Sanke']"
adea25,9690144145720,"A: 16"" (41cm) Female Kin Showa [Kanno]","A: 16"" (41cm) Female Kin Showa [Kanno] — 2025WINTER-041",800.0,False,https://www.champkoi.com/products/2025winter-041,Group_Koi,"['Doitsu Kohaku', 'Ki Utsuri', 'Kin Showa']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-041_600x_fc681c35-1843-4974-85d0-15f9716c872e.jpg?v=1736544410,champkoi_data/adea25_A_16_(41cm)_Female_Kin_Showa_[Kanno]_—_2025WINTER-041.jpg,"['A:', '16""', '(41cm)', 'Female', 'Kin', 'Showa', '[Kanno]', '—', '2025WINTER-041']","['16""', '(41cm)', 'Female', 'Kin', 'Showa', '[Kanno]', '2025WINTER-041']",41cm,"16""",Female,Kanno,"['Doitsu Kohaku', 'Ki Utsuri', 'Kin Showa']"
6f5ddf,9690149093688,"A: 18"" (46cm) Female Goshiki Showa [Suda]","A: 18"" (46cm) Female Goshiki Showa [Suda] — 2025WINTER-043",800.0,True,https://www.champkoi.com/products/2025winter-043,Group_Koi,"['Asagi', 'Goshiki Showa', 'Kin Showa']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-043_600x_442e93d7-f920-45ff-babf-dc74cfbc9cab.jpg?v=1736544527,champkoi_data/6f5ddf_A_18_(46cm)_Female_Goshiki_Showa_[Suda]_—_2025WINTER-043.jpg,"['A:', '18""', '(46cm)', 'Female', 'Goshiki', 'Showa', '[Suda]', '—', '2025WINTER-043']","['18""', '(46cm)', 'Female', 'Goshiki', 'Showa', '[Suda]', '2025WINTER-043']",46cm,"18""",Female,Suda,"['Asagi', 'Goshiki Showa', 'Kin Showa']"
339a28,9818563019064,"A: 15"" (38cm) Female Ginrin Asagi [Ozumi]","A: 15"" (38cm) Female Ginrin Asagi [Ozumi] — 2025WINTER-047",800.0,True,https://www.champkoi.com/products/2025winter-047,Group_Koi,['Ginrin Asagi'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-047_600x_be29a60f-08ca-4e46-b5bd-2a8f6b2bfa29.jpg?v=1741111142,champkoi_data/339a28_A_15_(38cm)_Female_Ginrin_Asagi_[Ozumi]_—_2025WINTER-047.jpg,"['A:', '15""', '(38cm)', 'Female', 'Ginrin', 'Asagi', '[Ozumi]', '—', '2025WINTER-047']","['15""', '(38cm)', 'Female', 'Ginrin', 'Asagi', '[Ozumi]', '2025WINTER-047']",38cm,"15""",Female,Ozumi,['Ginrin Asagi']
ae8a7a,9829139022136,Default Title,Default Title — 25B-007 Ginrin Showa,800.0,True,https://www.champkoi.com/products/25b-007-ginrin-showa,Single_Koi,['Ginrin Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25B-007_600x_6aeea5a0-a230-4c70-96bd-206e3b195416.jpg?v=1741843558,champkoi_data/ae8a7a_Default_Title_—_25B-007_Ginrin_Showa.jpg,"['Default', 'Title', '—', '25B-007', 'Ginrin', 'Showa']","['25B-007', 'Ginrin', 'Showa']",,,,,['Ginrin Showa']
f80b90,9876551500088,Default Title,Default Title — 25D-038 Showa,800.0,True,https://www.champkoi.com/products/25d-038-showa,Single_Koi,['Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-038_600x_7d7e8e9a-828f-46d8-8805-380f5ec21279.jpg?v=1745005178,champkoi_data/f80b90_Default_Title_—_25D-038_Showa.jpg,"['Default', 'Title', '—', '25D-038', 'Showa']","['25D-038', 'Showa']",,,,,['Showa']
47bbf2,9876545044792,Default Title,Default Title — 25D-010 Matsukawabuke,900.0,True,https://www.champkoi.com/products/25d-010-matsukawabuke,Single_Koi,['Matsukawabuke'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-010_600x_e8c058aa-e777-417f-9c1c-fe6540b5cf2a.jpg?v=1745003711,champkoi_data/47bbf2_Default_Title_—_25D-010_Matsukawabuke.jpg,"['Default', 'Title', '—', '25D-010', 'Matsukawabuke']","['25D-010', 'Matsukawabuke']",,,,,['Matsukawabuke']
056508,9876545175864,Default Title,Default Title — 25D-011 Matsukawabuke,900.0,True,https://www.champkoi.com/products/25d-011-matsukawabuke,Single_Koi,['Matsukawabuke'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-011_600x_5f8793ae-3980-40bf-a5c2-7c54d351851b.jpg?v=1745003737,champkoi_data/056508_Default_Title_—_25D-011_Matsukawabuke.jpg,"['Default', 'Title', '—', '25D-011', 'Matsukawabuke']","['25D-011', 'Matsukawabuke']",,,,,['Matsukawabuke']
a12e34,9876548550968,Default Title,Default Title — 25D-023 Shiro Utsuri,900.0,True,https://www.champkoi.com/products/25d-023-shiro-utsuri,Single_Koi,['Shiro Utsuri'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-023_600x_69bc8f5c-cf53-4507-a0c1-23e9b5270e0c.jpg?v=1745004486,champkoi_data/a12e34_Default_Title_—_25D-023_Shiro_Utsuri.jpg,"['Default', 'Title', '—', '25D-023', 'Shiro', 'Utsuri']","['25D-023', 'Shiro', 'Utsuri']",,,,,['Shiro Utsuri']
28ae16,9876539408696,Default Title,Default Title — 25D-006 Beni Ginga,950.0,True,https://www.champkoi.com/products/25d-006-beni-ginga,Single_Koi,['Beni Ginga'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-006_600x_b5c48f98-8fe6-4492-b2fe-c524cf1de532.jpg?v=1745003109,champkoi_data/28ae16_Default_Title_—_25D-006_Beni_Ginga.jpg,"['Default', 'Title', '—', '25D-006', 'Beni', 'Ginga']","['25D-006', 'Beni', 'Ginga']",,,,,['Beni Ginga']
ca9904,9876544487736,Default Title,Default Title — 25D-009 Tancho Beni Ginga,950.0,True,https://www.champkoi.com/products/25d-009-tancho-beni-ginga,Single_Koi,['Tancho Beni Ginga'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-009_600x_ba10c10e-bf4e-475f-ba16-888b76dfc358.jpg?v=1745003586,champkoi_data/ca9904_Default_Title_—_25D-009_Tancho_Beni_Ginga.jpg,"['Default', 'Title', '—', '25D-009', 'Tancho', 'Beni', 'Ginga']","['25D-009', 'Tancho', 'Beni', 'Ginga']",,,,,['Tancho Beni Ginga']
3804ac,9876546355512,Default Title,Default Title — 25D-015 Karashigoi (Short Body),950.0,True,https://www.champkoi.com/products/25d-015-karashigoi-short-body,Single_Koi,['Karashigoi (Short Body)'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-015_600x_e7776c40-76db-43ae-b4ab-fc891ac9ebb5.jpg?v=1745004021,champkoi_data/3804ac_Default_Title_—_25D-015_Karashigoi_(Short_Body).jpg,"['Default', 'Title', '—', '25D-015', 'Karashigoi', '(Short', 'Body)']","['25D-015', 'Karashigoi', '(Short', 'Body)']",Short,,,,['Karashigoi (Short Body)']
7dc19f,9876549861688,Default Title,Default Title — 25D-030 Goshike,950.0,True,https://www.champkoi.com/products/25d-030-goshike,Single_Koi,['Goshike'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-030_600x_b1cb3640-d963-4600-9ad3-9d2903d9bdaf.jpg?v=1745004865,champkoi_data/7dc19f_Default_Title_—_25D-030_Goshike.jpg,"['Default', 'Title', '—', '25D-030', 'Goshike']","['25D-030', 'Goshike']",,,,,['Goshike']
e67e23,9876550582584,Default Title,Default Title — 25D-033 Goshike,950.0,True,https://www.champkoi.com/products/25d-033-goshike,Single_Koi,['Goshike'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-033_600x_407d21a1-c199-4f4c-9042-3a6051d67e89.jpg?v=1745005027,champkoi_data/e67e23_Default_Title_—_25D-033_Goshike.jpg,"['Default', 'Title', '—', '25D-033', 'Goshike']","['25D-033', 'Goshike']",,,,,['Goshike']
d4dec1,9876550844728,Default Title,Default Title — 25D-035 Yamato Nishiki,950.0,True,https://www.champkoi.com/products/25d-035-yamato-nishiki,Single_Koi,['Yamato Nishiki'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-035_600x_4d63284f-dcc3-44bf-a0bb-79e5caa8761d.jpg?v=1745005097,champkoi_data/d4dec1_Default_Title_—_25D-035_Yamato_Nishiki.jpg,"['Default', 'Title', '—', '25D-035', 'Yamato', 'Nishiki']","['25D-035', 'Yamato', 'Nishiki']",,,,,['Yamato Nishiki']
2c49e9,9876551106872,Default Title,Default Title — 25D-036 Kikusui,950.0,True,https://www.champkoi.com/products/25d-036-kikusui,Single_Koi,['Kikusui'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-036_600x_22ce1399-6bf2-4dc8-aedd-5cad0d3f2872.jpg?v=1745005127,champkoi_data/2c49e9_Default_Title_—_25D-036_Kikusui.jpg,"['Default', 'Title', '—', '25D-036', 'Kikusui']","['25D-036', 'Kikusui']",,,,,['Kikusui']
b7cd4a,9876551336248,Default Title,Default Title — 25D-037 Sanke,950.0,True,https://www.champkoi.com/products/25d-037-sanke,Single_Koi,['Sanke'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-037_600x_be223502-bbd8-40d4-87c8-46e2365773bc.jpg?v=1745005147,champkoi_data/b7cd4a_Default_Title_—_25D-037_Sanke.jpg,"['Default', 'Title', '—', '25D-037', 'Sanke']","['25D-037', 'Sanke']",,,,,['Sanke']
3f141d,9877319876920,Default Title,Default Title — 25D-062 Showa,950.0,True,https://www.champkoi.com/products/25d-062-showa,Single_Koi,['Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-062_600x_6c435e21-f2c3-45ab-bd7b-d4d71bec725c.jpg?v=1745110523,champkoi_data/3f141d_Default_Title_—_25D-062_Showa.jpg,"['Default', 'Title', '—', '25D-062', 'Showa']","['25D-062', 'Showa']",,,,,['Showa']
45b6f6,9829075255608,Default Title,Default Title — 25B-002 Ki Bekko,1000.0,True,https://www.champkoi.com/products/25b-002-ki-bekko,Single_Koi,['Ki Bekko'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25B-002_600x_2ba9cec2-345b-4318-97a6-e15302ae2c5c.jpg?v=1741843005,champkoi_data/45b6f6_Default_Title_—_25B-002_Ki_Bekko.jpg,"['Default', 'Title', '—', '25B-002', 'Ki', 'Bekko']","['25B-002', 'Ki', 'Bekko']",,,,,['Ki Bekko']
4089c1,9829135024440,Default Title,Default Title — 25B-006 Ginrin Showa,1200.0,True,https://www.champkoi.com/products/25b-006-ginrin-showa,Single_Koi,['Ginrin Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25B-006_600x_277d5d64-08dd-4266-a026-fed8c627c641.jpg?v=1741843523,champkoi_data/4089c1_Default_Title_—_25B-006_Ginrin_Showa.jpg,"['Default', 'Title', '—', '25B-006', 'Ginrin', 'Showa']","['25B-006', 'Ginrin', 'Showa']",,,,,['Ginrin Showa']
cd91a5,9876527448376,Default Title,Default Title — 25D-001 Sanke,1200.0,True,https://www.champkoi.com/products/25d-001-sanke,Single_Koi,['Sanke'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-001_600x_63f653e2-9bfe-40d8-acde-55c79f25da48.jpg?v=1745001961,champkoi_data/cd91a5_Default_Title_—_25D-001_Sanke.jpg,"['Default', 'Title', '—', '25D-001', 'Sanke']","['25D-001', 'Sanke']",,,,,['Sanke']
11c8fa,9876528005432,Default Title,Default Title — 25D-002 Sanke,1200.0,True,https://www.champkoi.com/products/25d-002-sanke,Single_Koi,['Sanke'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-002_600x_b8066e18-56b5-4a9c-86ca-c23a852a6110.jpg?v=1745002008,champkoi_data/11c8fa_Default_Title_—_25D-002_Sanke.jpg,"['Default', 'Title', '—', '25D-002', 'Sanke']","['25D-002', 'Sanke']",,,,,['Sanke']
592f2d,9876528365880,Default Title,Default Title — 25D-003 Kohaku,1200.0,True,https://www.champkoi.com/products/25d-003-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-003_600x_99aeb250-ce11-46d7-a7a4-6517655f7b23.jpg?v=1745002037,champkoi_data/592f2d_Default_Title_—_25D-003_Kohaku.jpg,"['Default', 'Title', '—', '25D-003', 'Kohaku']","['25D-003', 'Kohaku']",,,,,['Kohaku']
41c635,9876532330808,Default Title,Default Title — 25D-005 Ginrin Matsukawabuke,1200.0,True,https://www.champkoi.com/products/25d-005-ginrin-matsukawabuke,Single_Koi,['Ginrin Matsukawabuke'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-005_600x_93926412-395f-49dd-9377-71ebbebc1cd3.jpg?v=1745002386,champkoi_data/41c635_Default_Title_—_25D-005_Ginrin_Matsukawabuke.jpg,"['Default', 'Title', '—', '25D-005', 'Ginrin', 'Matsukawabuke']","['25D-005', 'Ginrin', 'Matsukawabuke']",,,,,['Ginrin Matsukawabuke']
3c471e,9876543013176,Default Title,Default Title — 25D-008 Beni Ginga,1200.0,True,https://www.champkoi.com/products/25d-008-beni-ginga,Single_Koi,['Beni Ginga'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-008_600x_4424c293-b514-4537-ad80-ea05a833cd45.jpg?v=1745003444,champkoi_data/3c471e_Default_Title_—_25D-008_Beni_Ginga.jpg,"['Default', 'Title', '—', '25D-008', 'Beni', 'Ginga']","['25D-008', 'Beni', 'Ginga']",,,,,['Beni Ginga']
507caf,9877319254328,Default Title,Default Title — 25D-057 Sanke,1200.0,True,https://www.champkoi.com/products/25d-057-sanke,Single_Koi,['Sanke'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-057_600x_a8157fa6-3284-42f9-a422-74dfbad15958.jpg?v=1745110187,champkoi_data/507caf_Default_Title_—_25D-057_Sanke.jpg,"['Default', 'Title', '—', '25D-057', 'Sanke']","['25D-057', 'Sanke']",,,,,['Sanke']
271751,9877319811384,Default Title,Default Title — 25D-061 Ginrin Goshike,1200.0,True,https://www.champkoi.com/products/25d-061-ginrin-goshike,Single_Koi,['Ginrin Goshike'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-061_600x_0dfb5971-9cdd-466c-a7e9-da8955413842.jpg?v=1745110488,champkoi_data/271751_Default_Title_—_25D-061_Ginrin_Goshike.jpg,"['Default', 'Title', '—', '25D-061', 'Ginrin', 'Goshike']","['25D-061', 'Ginrin', 'Goshike']",,,,,['Ginrin Goshike']
80180f,9719154704696,Default Title,Default Title — 25A-006 Golden Corn,1400.0,True,https://www.champkoi.com/products/25a-006-golden-corn,Single_Koi,['Golden Corn'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25A-006_600x_1f9bbf8b-36a4-4730-b37f-0ba5c36b13b8.jpg?v=1738956174,champkoi_data/80180f_Default_Title_—_25A-006_Golden_Corn.jpg,"['Default', 'Title', '—', '25A-006', 'Golden', 'Corn']","['25A-006', 'Golden', 'Corn']",,,,,['Golden Corn']
66c03e,9719215227192,Default Title,Default Title — 25A-009 Golden Corn,1400.0,True,https://www.champkoi.com/products/25a-009-golden-corn,Single_Koi,['Golden Corn'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25A-009_600x_29cbd21e-032d-4e94-bd04-4e50dff3e0b1.jpg?v=1738956298,champkoi_data/66c03e_Default_Title_—_25A-009_Golden_Corn.jpg,"['Default', 'Title', '—', '25A-009', 'Golden', 'Corn']","['25A-009', 'Golden', 'Corn']",,,,,['Golden Corn']
b7e325,9719232201016,Default Title,Default Title — 25A-010 Golden Corn,1400.0,True,https://www.champkoi.com/products/25a-010-golden-corn,Single_Koi,['Golden Corn'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25A-010_600x_a5f486dc-4e9b-4dd8-8e60-11478035305d.jpg?v=1738956336,champkoi_data/b7e325_Default_Title_—_25A-010_Golden_Corn.jpg,"['Default', 'Title', '—', '25A-010', 'Golden', 'Corn']","['25A-010', 'Golden', 'Corn']",,,,,['Golden Corn']
7f6d4e,9719343350072,Default Title,Default Title — 25A-014 Golden Corn,1400.0,True,https://www.champkoi.com/products/25a-014-golden-corn,Single_Koi,['Golden Corn'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25A-014_600x_7edb2cef-07f4-4693-86b2-3b24fe65af5e.jpg?v=1738956595,champkoi_data/7f6d4e_Default_Title_—_25A-014_Golden_Corn.jpg,"['Default', 'Title', '—', '25A-014', 'Golden', 'Corn']","['25A-014', 'Golden', 'Corn']",,,,,['Golden Corn']
82602c,9719358259512,Default Title,Default Title — 25A-015 Golden Corn,1400.0,True,https://www.champkoi.com/products/25a-015-golden-corn,Single_Koi,['Golden Corn'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25A-015_600x_53d5094f-7ca7-4356-bf26-769c7816b21f.jpg?v=1738956631,champkoi_data/82602c_Default_Title_—_25A-015_Golden_Corn.jpg,"['Default', 'Title', '—', '25A-015', 'Golden', 'Corn']","['25A-015', 'Golden', 'Corn']",,,,,['Golden Corn']
9edab1,9876542259512,Default Title,Default Title — 25D-007 Aragoke Beni Kikokuryu,1400.0,True,https://www.champkoi.com/products/25d-007-aragoke-beni-kikokuryu,Single_Koi,['Aragoke Beni Kikokuryu'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-007_600x_78b53697-269c-4206-9d0d-011a19d64b7f.jpg?v=1745003371,champkoi_data/9edab1_Default_Title_—_25D-007_Aragoke_Beni_Kikokuryu.jpg,"['Default', 'Title', '—', '25D-007', 'Aragoke', 'Beni', 'Kikokuryu']","['25D-007', 'Aragoke', 'Beni', 'Kikokuryu']",,,,,['Aragoke Beni Kikokuryu']
ae011c,9876549632312,Default Title,Default Title — 25D-029 Showa,1400.0,True,https://www.champkoi.com/products/25d-029-ginrin-showa,Single_Koi,['Ginrin Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-029_600x_659fb70b-a8fc-480c-9853-fcafae92a5f6.jpg?v=1745004793,champkoi_data/ae011c_Default_Title_—_25D-029_Showa.jpg,"['Default', 'Title', '—', '25D-029', 'Showa']","['25D-029', 'Showa']",,,,,['Ginrin Showa']
dc224a,9876786282808,Default Title,Default Title — 25D-040 Girnin Showa,1400.0,True,https://www.champkoi.com/products/25d-040-girnin-showa,Single_Koi,['Girnin Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-040_600x_8379cc06-39d7-48bd-b8ed-697a49e45b77.jpg?v=1745040067,champkoi_data/dc224a_Default_Title_—_25D-040_Girnin_Showa.jpg,"['Default', 'Title', '—', '25D-040', 'Girnin', 'Showa']","['25D-040', 'Girnin', 'Showa']",,,,,['Girnin Showa']
226bba,9877123334456,Default Title,Default Title — 25D-041 Ginrin Showa,1400.0,True,https://www.champkoi.com/products/25d-041-ginrin-showa,Single_Koi,['Ginrin Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-041_600x_d6e083d2-2605-489f-8c05-5a66eb1affdf.jpg?v=1745074035,champkoi_data/226bba_Default_Title_—_25D-041_Ginrin_Showa.jpg,"['Default', 'Title', '—', '25D-041', 'Ginrin', 'Showa']","['25D-041', 'Ginrin', 'Showa']",,,,,['Ginrin Showa']
85659a,9877135655224,Default Title,Default Title — 25D-042 Ginrin Showa,1400.0,True,https://www.champkoi.com/products/25d-042-ginrin-showa,Single_Koi,['Ginrin Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-042_600x_7f4ee0c4-5ba0-4dd3-a5f5-9a9bb58fc7f0.jpg?v=1745074872,champkoi_data/85659a_Default_Title_—_25D-042_Ginrin_Showa.jpg,"['Default', 'Title', '—', '25D-042', 'Ginrin', 'Showa']","['25D-042', 'Ginrin', 'Showa']",,,,,['Ginrin Showa']
1ab08a,9877139128632,Default Title,Default Title — 25D-044 Yamabuki,1400.0,True,https://www.champkoi.com/products/25d-044-yamabuki,Single_Koi,['Yamabuki'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-044_600x_f2da6000-7eac-4c8c-aee8-6bc5e1f9daab.jpg?v=1745075121,champkoi_data/1ab08a_Default_Title_—_25D-044_Yamabuki.jpg,"['Default', 'Title', '—', '25D-044', 'Yamabuki']","['25D-044', 'Yamabuki']",,,,,['Yamabuki']
1d54ad,9877319090488,Default Title,Default Title — 25D-054 Sanke,1400.0,True,https://www.champkoi.com/products/25d-054-sanke,Single_Koi,['Sanke'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-054_600x_b10ffc82-ef78-4ef2-8ce7-e3f0a2f5c52c.jpg?v=1745110087,champkoi_data/1d54ad_Default_Title_—_25D-054_Sanke.jpg,"['Default', 'Title', '—', '25D-054', 'Sanke']","['25D-054', 'Sanke']",,,,,['Sanke']
42557a,9877319123256,Default Title,Default Title — 25D-055 Showa,1400.0,True,https://www.champkoi.com/products/25d-055-showa,Single_Koi,['Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-055_600x_424a0222-7a6a-454d-8dcb-2b2b7f42b85e.jpg?v=1745110115,champkoi_data/42557a_Default_Title_—_25D-055_Showa.jpg,"['Default', 'Title', '—', '25D-055', 'Showa']","['25D-055', 'Showa']",,,,,['Showa']
4ef7d6,9877319221560,Default Title,Default Title — 25D-056 Showa,1400.0,True,https://www.champkoi.com/products/25d-056-showa,Single_Koi,['Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-056_600x_a5fb6924-8530-49a4-953f-3dea14f33095.jpg?v=1745110151,champkoi_data/4ef7d6_Default_Title_—_25D-056_Showa.jpg,"['Default', 'Title', '—', '25D-056', 'Showa']","['25D-056', 'Showa']",,,,,['Showa']
790208,9877319319864,Default Title,Default Title — 25D-058 Sanke,1400.0,True,https://www.champkoi.com/products/25d-058-sanke,Single_Koi,['Sanke'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-058_600x_bab30438-8972-4347-ba52-e01faf711e85.jpg?v=1745110215,champkoi_data/790208_Default_Title_—_25D-058_Sanke.jpg,"['Default', 'Title', '—', '25D-058', 'Sanke']","['25D-058', 'Sanke']",,,,,['Sanke']
001419,9877319680312,Default Title,Default Title — 25D-060 Shiro Utsuri,1400.0,True,https://www.champkoi.com/products/25d-060-shiro-utsuri,Single_Koi,['Shiro Utsuri'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25D-060_600x_fba4cc9f-b176-4afc-bfa1-01c00d002689.jpg?v=1745110426,champkoi_data/001419_Default_Title_—_25D-060_Shiro_Utsuri.jpg,"['Default', 'Title', '—', '25D-060', 'Shiro', 'Utsuri']","['25D-060', 'Shiro', 'Utsuri']",,,,,['Shiro Utsuri']
