uuid,link,title,price,sku,details,image,image_url,breeder,length_inches,tags
880c54,https://www.grandkoi.com/product/kohaku-6942/,Kohaku- SOLD,"$26,999.00",6942,"['Breeder: Momotaro', 'Inches: 35']",grandkoi_data/880c54_Kohaku- SOLD.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/5-T3-Kohaku-Momotaro-35in-12999.-300x450.jpg,Momotaro,35.0,['Kohaku']
671c59,https://www.grandkoi.com/product/kawarimono-6936/,Kawarimono,"$4,999.00",6936,"['Breeder: Miyatora', 'Inches: 25']",grandkoi_data/671c59_Kawarimono.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/2QT5-25in_-300x450.jpg,Miyatora,25.0,['Kawarimono']
9ebfbd,https://www.grandkoi.com/product/doitsu-kohaku-6932/,Doitsu Kohaku,"$4,999.00",6932,"['Breeder: Miyatora', 'Inches: 20']",grandkoi_data/9ebfbd_Doitsu Kohaku.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/6QT5-20in_-300x450.jpg,Miyatora,20.0,"['Doitsu', 'Kohaku']"
c96944,https://www.grandkoi.com/product/doitsu-shiro-6927/,Doitsu Shiro,"$1,999.00",6927,"['Breeder:', 'Inches: 16']",grandkoi_data/c96944_Doitsu Shiro.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/11QT5-15in_-1-300x450.jpg,,16.0,"['Doitsu', 'Shiro']"
e3eb8f,https://www.grandkoi.com/product/doitsu-showa-6924/,Doitsu Showa,"$2,999.00",6924,"['Breeder: Shinoda', 'Inches: 17']",grandkoi_data/e3eb8f_Doitsu Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/14QT5-17-300x450.jpg,Shinoda,17.0,"['Doitsu', 'Showa']"
010e6a,https://www.grandkoi.com/product/doitsu-showa-6920/,Doitsu Showa,"$2,499.00",6920,"['Breeder: Miyatora', 'Inches: 18']",grandkoi_data/010e6a_Doitsu Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/18QT5-18in_-300x450.jpg,Miyatora,18.0,"['Doitsu', 'Showa']"
2c882b,https://www.grandkoi.com/product/doitsu-sanke-6912/,Doitsu sanke,"$1,599.00",6912,"['Breeder: Shinoda', 'Inches: 17']",grandkoi_data/2c882b_Doitsu sanke.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/26QT5-17-300x450.jpg,Shinoda,17.0,"['Doitsu', 'sanke']"
942f03,https://www.grandkoi.com/product/doitsu-sanke-6906/,Doitsu Sanke,"$1,699.00",6906,"['Breeder: Shinoda', 'Inches: 16']",grandkoi_data/942f03_Doitsu Sanke.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/32QT5-16in_-300x450.jpg,Shinoda,16.0,"['Doitsu', 'Sanke']"
c9d215,https://www.grandkoi.com/product/doitsu-showa-6902/,Doitsu Showa,"$1,999.00",6902,"['Breeder: Hiroi', 'Inches: 17']",grandkoi_data/c9d215_Doitsu Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/36QT5-17-300x450.jpg,Hiroi,17.0,"['Doitsu', 'Showa']"
99425e,https://www.grandkoi.com/product/doitsu-showa-6900/,Doitsu Showa,"$1,999.00",6900,"['Breeder: Hiroi', 'Inches: 16']",grandkoi_data/99425e_Doitsu Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/38QT5-16-300x450.jpg,Hiroi,16.0,"['Doitsu', 'Showa']"
7a4636,https://www.grandkoi.com/product/doitsu-showa-6896/,Doitsu Showa,"$1,899.00",6896,"['Breeder: Hiroi', 'Inches: 18']",grandkoi_data/7a4636_Doitsu Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/42QT5-18in_-300x450.jpg,Hiroi,18.0,"['Doitsu', 'Showa']"
aec2cf,https://www.grandkoi.com/product/ki-utsuri-6852/,Kin Ki Utsuri,"$2,999.00",6890,"['Breeder: Otsuka', 'Inches: 22']",grandkoi_data/aec2cf_Kin Ki Utsuri.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/54QT5-SKU-none-22in-1-300x450.jpg,Otsuka,22.0,"['Kin', 'Ki', 'Utsuri']"
01f3ed,https://www.grandkoi.com/product/doitsu-showa-6887/,Doitsu Showa,"$1,899.00",6887,"['Breeder: Hiroi', 'Inches: 17']",grandkoi_data/01f3ed_Doitsu Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/48QT5-17in_-300x450.jpg,Hiroi,17.0,"['Doitsu', 'Showa']"
ca8107,https://www.grandkoi.com/product/doitsu-showa-6886/,Doitsu Showa,"$1,899.00",6886,"['Breeder: Hiroi', 'Inches: 17']",grandkoi_data/ca8107_Doitsu Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/05/50QT5-17-300x450.jpg,Hiroi,17.0,"['Doitsu', 'Showa']"
54ba67,https://www.grandkoi.com/product/gin-rin-showa-182/,Gin Rin Showa- SOLD,,6871,"['Breeder: Momotaro', 'Inches: 31']",grandkoi_data/54ba67_Gin Rin Showa- SOLD.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/7QT4-March-Shipment-2022-31in-300x450.jpg,Momotaro,31.0,"['Gin', 'Rin', 'Showa']"
b168d6,https://www.grandkoi.com/product/gin-rin-showa-181/,Gin rin Showa,"$14,999.00",6870,"['Breeder: Momotaro', 'Inches: 28']",grandkoi_data/b168d6_Gin rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/9QT4-March-Shipment-2022-28-300x450.jpg,Momotaro,28.0,"['Gin', 'rin', 'Showa']"
1fefaa,https://www.grandkoi.com/product/gin-rin-showa-180/,Gin Rin Showa,"$12,999.00",6869,"['Breeder: Momotaro', 'Inches: 29']",grandkoi_data/1fefaa_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/6QT4-March-Shipment-2022-29in-300x450.jpg,Momotaro,29.0,"['Gin', 'Rin', 'Showa']"
f07a88,https://www.grandkoi.com/product/gin-rin-showa-179/,Gin Rin Showa,"$8,999.00",6868,"['Breeder: Momotaro', 'Inches: 28']",grandkoi_data/f07a88_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/5QT4-March-Shipment-2022-28in-300x450.jpg,Momotaro,28.0,"['Gin', 'Rin', 'Showa']"
c97f9b,https://www.grandkoi.com/product/maruten-showa-6863/,Maruten Showa,"$12,999.00",6863,"['Breeder: Momotaro', 'Inches: 29']",grandkoi_data/c97f9b_Maruten Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/3QT4-March-Shipment-2022-29in-300x450.jpg,Momotaro,29.0,"['Maruten', 'Showa']"
95affb,https://www.grandkoi.com/product/hi-utsuri-6858/,Hi Utsuri- SOLD,"$1,799.00",6858,"['Breeder: Marusei', 'Inches: 15.5']",grandkoi_data/95affb_Hi Utsuri- SOLD.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/60QT5-SKU-none-15.5in-300x450.jpg,Marusei,15.0,"['Hi', 'Utsuri']"
f5bc88,https://www.grandkoi.com/product/hi-utsuri-6845/,Hi Utsuri,"$1,999.00",6845,"['Breeder: Shinoda', 'Inches: 24']",grandkoi_data/f5bc88_Hi Utsuri.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/47QT5-SKU-none-18in-300x450.jpg,Shinoda,24.0,"['Hi', 'Utsuri']"
87b015,https://www.grandkoi.com/product/hi-utsuri-6843/,Hi Utsuri,"$1,799.00",6843,"['Breeder: Shinoda', 'Inches: 19']",grandkoi_data/87b015_Hi Utsuri.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/45QT5-SKU-none-19in-300x450.jpg,Shinoda,19.0,"['Hi', 'Utsuri']"
45b018,https://www.grandkoi.com/product/hi-utsuri-6842/,Hi Utsuri,"$1,799.00",6842,"['Breeder: Shinoda', 'Inches: 21']",grandkoi_data/45b018_Hi Utsuri.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/44QT5-SKU-none-21in-300x450.jpg,Shinoda,21.0,"['Hi', 'Utsuri']"
add9de,https://www.grandkoi.com/product/hi-utsuri-6839/,Hi Utsuri,"$1,799.00",6839,"['Breeder: Shinoda', 'Inches: 19']",grandkoi_data/add9de_Hi Utsuri.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/40QT5-SKU-none-19in-300x450.jpg,Shinoda,19.0,"['Hi', 'Utsuri']"
859ddc,https://www.grandkoi.com/product/gin-rin-showa-6832/,Gin Rin Showa,"$1,999.00",6832,"['Breeder: Shinoda', 'Inches: 16']",grandkoi_data/859ddc_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/33QT5-SKU-none-16-300x450.jpg,Shinoda,16.0,"['Gin', 'Rin', 'Showa']"
01ceca,https://www.grandkoi.com/product/gin-rin-showa-6830/,Gin Rin Showa,"$1,899.00",6830,"['Breeder: Shinoda', 'Inches: 16']",grandkoi_data/01ceca_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/31QT5-SKU-none-16in-300x450.jpg,Shinoda,16.0,"['Gin', 'Rin', 'Showa']"
fc55eb,https://www.grandkoi.com/product/gin-rin-kohaku-6825/,Gin Rin Kohaku,"$1,699.00",6825,"['Breeder: Shinoda', 'Inches: 16']",grandkoi_data/fc55eb_Gin Rin Kohaku.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/26QT5-SKU-none-16in-300x450.jpg,Shinoda,16.0,"['Gin', 'Rin', 'Kohaku']"
f42e56,https://www.grandkoi.com/product/gin-rin-showa-6824/,Gin Rin Showa,"$1,899.00",6824,"['Breeder: Hiroi', 'Inches: 17.5']",grandkoi_data/f42e56_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/25QT5-SKU-none-17.5-1-300x450.jpg,Hiroi,17.0,"['Gin', 'Rin', 'Showa']"
b92725,https://www.grandkoi.com/product/gin-rin-showa-6821/,Gin Rin Showa,"$2,499.00",6821,"['Breeder: Shinoda', 'Inches: 22']",grandkoi_data/b92725_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/23QT5-SKU-none-18in-300x450.jpg,Shinoda,22.0,"['Gin', 'Rin', 'Showa']"
fdc5fd,https://www.grandkoi.com/product/gin-rin-kohaku-6819/,Gin Rin Kohaku,"$1,899.00",6819,"['Breeder: Hiroi', 'Inches: 19']",grandkoi_data/fdc5fd_Gin Rin Kohaku.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/21QT5-SKU-none-19in-300x450.jpg,Hiroi,19.0,"['Gin', 'Rin', 'Kohaku']"
e1aa6f,https://www.grandkoi.com/product/gin-rin-showa-6817/,Gin Rin Showa,"$1,799.00",6817,"['Breeder: Shinoda', 'Inches: 17.5']",grandkoi_data/e1aa6f_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/19QT5-SKU-none-17.5-300x450.jpg,Shinoda,17.0,"['Gin', 'Rin', 'Showa']"
5ed056,https://www.grandkoi.com/product/gin-rin-sake-6815/,Gin Rin Sanke,"$1,699.00",6815,"['Breeder: Shinoda', 'Inches: 18']",grandkoi_data/5ed056_Gin Rin Sanke.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/16QT5-SKU-none-18in-300x450.jpg,Shinoda,18.0,"['Gin', 'Rin', 'Sanke']"
cde64e,https://www.grandkoi.com/product/gin-rin-showa-6814/,Gin Rin Showa,"$1,899.00",6814,"['Breeder: Shinoda', 'Inches: 17']",grandkoi_data/cde64e_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/15QT5-SKU-none-17-300x450.jpg,Shinoda,17.0,"['Gin', 'Rin', 'Showa']"
734723,https://www.grandkoi.com/product/gin-rin-showa-6811/,Gin Rin Showa,"$1,999.00",6811,"['Breeder: Shinoda', 'Inches: 15']",grandkoi_data/734723_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/12QT5-SKU-none-15in-300x450.jpg,Shinoda,15.0,"['Gin', 'Rin', 'Showa']"
6fe2b4,https://www.grandkoi.com/product/gin-rin-showa-6810/,Gin Rin Showa,"$1,999.00",6810,"['Breeder: Shinoda', 'Inches: 19']",grandkoi_data/6fe2b4_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/11QT5-SKU-none-19in-300x450.jpg,Shinoda,19.0,"['Gin', 'Rin', 'Showa']"
55b088,https://www.grandkoi.com/product/gin-rin-showa-6807/,Gin Rin Showa,"$2,499.00",6807,"['Breeder: Hiroi', 'Inches: 21']",grandkoi_data/55b088_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/8QT5-SKU-none-21in-300x450.jpg,Hiroi,21.0,"['Gin', 'Rin', 'Showa']"
7b1ffb,https://www.grandkoi.com/product/gin-rin-showa-6805/,Gin Rin Showa,"$2,499.00",6805,"['Breeder: Shinoda', 'Inches:']",grandkoi_data/7b1ffb_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/6QT5-SKU-none-16in-300x450.jpg,Shinoda,,"['Gin', 'Rin', 'Showa']"
10610d,https://www.grandkoi.com/product/gin-rin-showa-6802/,Gin Rin Showa,"$2,499.00",6802,"['Breeder: Hiroi', 'Inches: 25']",grandkoi_data/10610d_Gin Rin Showa.jpg,https://www.grandkoi.com/wp-content/uploads/2022/04/3QT5-SKU-none-19in-300x450.jpg,Hiroi,25.0,"['Gin', 'Rin', 'Showa']"
680308,https://www.grandkoi.com/product/shusui-37/,Shusui,"$8,999.00",6750,"['Breeder: Marusei', 'Inches: 27']",grandkoi_data/680308_Shusui.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/02/shushui-300x450.jpeg,Marusei,27.0,['Shusui']
73adc3,https://www.grandkoi.com/product/kohaku-6747/,Kohaku,"$7,999.00",6747,"['Breeder: Momotaro', 'Inches: 27']",grandkoi_data/73adc3_Kohaku.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/02/6515-300x450.jpeg,Momotaro,27.0,['Kohaku']
ab96d6,https://www.grandkoi.com/product/showa-isa-6746/,Showa,"$14,999.00",6746,"['Breeder: Isa', 'Inches: 30']",grandkoi_data/ab96d6_Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/02/6465-30-300x450.jpeg,Isa,30.0,['Showa']
4ea2dd,https://www.grandkoi.com/product/sanke-109/,Sanke,"$4,499.00",6745,"['Breeder: Marusei', 'Inches: 28']",grandkoi_data/4ea2dd_Sanke.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/02/0531-300x450.jpeg,Marusei,28.0,['Sanke']
311f25,https://www.grandkoi.com/product/copper-gin-rin-asagi/,Copper Gin Rin Asagi,"$3,999.00",6744,"['Breeder: Marusei', 'Inches: 27']",grandkoi_data/311f25_Copper Gin Rin Asagi.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/02/5355-300x450.jpeg,Marusei,27.0,"['Copper', 'Gin', 'Rin', 'Asagi']"
c09ef6,https://www.grandkoi.com/product/hi-utsuri-6741/,Hi Utsuri,"$1,999.00",6741,"['Breeder: Marusei', 'Inches: 21']",grandkoi_data/c09ef6_Hi Utsuri.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/01/QT5-52CM-36-300x450.jpeg,Marusei,21.0,"['Hi', 'Utsuri']"
ff8fb4,https://www.grandkoi.com/product/goshiki-51/,Goshiki,"$1,999.00",6740,"['Breeder: Marusei', 'Inches: 20']",grandkoi_data/ff8fb4_Goshiki.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/01/QT5-46CM-35-300x450.jpeg,Marusei,20.0,['Goshiki']
c1edf0,https://www.grandkoi.com/product/kawarimono-14/,Kawarimono,"$1,999.00",6738,"['Breeder: Marusei', 'Inches: 20']",grandkoi_data/c1edf0_Kawarimono.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/01/QT5-50CM-25-300x450.jpeg,Marusei,20.0,['Kawarimono']
927b52,https://www.grandkoi.com/product/maruten-doitsu-showa/,Maruten Doitsu Showa,"$2,299.00",6736,"['Breeder: Shinoda', 'Inches: 20']",grandkoi_data/927b52_Maruten Doitsu Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/01/QT5-50CM-31-300x450.jpeg,Shinoda,20.0,"['Maruten', 'Doitsu', 'Showa']"
bddae1,https://www.grandkoi.com/product/doitsu-showa-6736/,Doitsu Showa,"$1,999.00",6735,"['Breeder: Shinoda', 'Inches: 21.6']",grandkoi_data/bddae1_Doitsu Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/01/QT5-52CM-32-300x450.jpeg,Shinoda,21.0,"['Doitsu', 'Showa']"
7d0abd,https://www.grandkoi.com/product/kabuto-13/,Kabuto,"$2,999.00",6733,"['Breeder: Marusei', 'Inches: 24']",grandkoi_data/7d0abd_Kabuto.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/01/QT5-52CM-21-300x450.jpeg,Marusei,24.0,['Kabuto']
9c10f0,https://www.grandkoi.com/product/beni-kumonryu-23/,Beni Kumonryu,"$1,799.00",6732,"['Breeder: Marusei', 'Inches: 17']",grandkoi_data/9c10f0_Beni Kumonryu.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/01/QT-5-Kumonryu-300x450.jpeg,Marusei,17.0,"['Beni', 'Kumonryu']"
c1cd15,https://www.grandkoi.com/product/ki-ki-kokuryu-6731/,Ki Kikokuryu,"$1,699.00",6731,"['Breeder: Marusei', 'Inches: 21']",grandkoi_data/c1cd15_Ki Kikokuryu.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/01/QT5-48CM-23-300x450.jpeg,Marusei,21.0,"['Ki', 'Kikokuryu']"
5fee89,https://www.grandkoi.com/product/beni-kikokuryu-6728/,Beni Kikokuryu,$999.00,6728,"['Breeder: Marusei', 'Inches: 19']",grandkoi_data/5fee89_Beni Kikokuryu.jpeg,https://www.grandkoi.com/wp-content/uploads/2022/01/QT5-46CM-22-300x450.jpeg,Marusei,19.0,"['Beni', 'Kikokuryu']"
01ca79,https://www.grandkoi.com/product/gin-rin-kohaku-88-6666/,Gin Rin Kohaku,"$12,999.00",6666,"['Breeder: Dainichi', 'Inches: 30']",grandkoi_data/01ca79_Gin Rin Kohaku.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/Dainichi-1-April-20th-2021-300x450.jpeg,Dainichi,30.0,"['Gin', 'Rin', 'Kohaku']"
e18b41,https://www.grandkoi.com/product/gin-rin-matsukawabake/,Gin Rin Matsukawabake- SOLD,,6725,"['Breeder: Ikarashi', 'Inches: 24']",grandkoi_data/e18b41_Gin Rin Matsukawabake- SOLD.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/11/QT-5-60-300x450.jpeg,Ikarashi,24.0,"['Gin', 'Rin', 'Matsukawabake']"
6ef84b,https://www.grandkoi.com/product/gin-rin-shiro-utsuri-6723/,Gin Rin Shiro Utsuri,"$2,999.00",6723,"['Breeder:', 'Inches: 22']",grandkoi_data/6ef84b_Gin Rin Shiro Utsuri.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/11/QT5-47cm-300x450.jpeg,,22.0,"['Gin', 'Rin', 'Shiro', 'Utsuri']"
53f19e,https://www.grandkoi.com/product/gin-rin-showa-178/,Gin Rin Showa,"$2,499.00",6721,"['Breeder: Hiroi', 'Inches: 25']",grandkoi_data/53f19e_Gin Rin Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/11/QT5-53CM-300x450.jpeg,Hiroi,25.0,"['Gin', 'Rin', 'Showa']"
41f928,https://www.grandkoi.com/product/gin-rin-showa-177/,Gin Rin Showa,"$2,999.00",6720,"['Breeder: Hiroi', 'Inches: 20.5']",grandkoi_data/41f928_Gin Rin Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/11/QT5-51CM-300x450.jpeg,Hiroi,20.0,"['Gin', 'Rin', 'Showa']"
32e3d5,https://www.grandkoi.com/product/gin-rin-showa-176/,Gin Rin Showa,"$1,599.00",6719,"['Breeder: Hiroi', 'Inches: 18']",grandkoi_data/32e3d5_Gin Rin Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/11/QT5-45-300x450.jpeg,Hiroi,18.0,"['Gin', 'Rin', 'Showa']"
d4f561,https://www.grandkoi.com/product/gin-rin-showa-175/,Gin Rin Showa,"$2,699.00",6718,"['Breeder: Hiroi', 'Inches: 22']",grandkoi_data/d4f561_Gin Rin Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/11/QT5-47-300x450.jpeg,Hiroi,22.0,"['Gin', 'Rin', 'Showa']"
92ef56,https://www.grandkoi.com/product/gin-rin-showa-6717/,Gin Rin Showa,"$2,499.00",6717,"['Breeder: Hiroi', 'Inches: 24.5']",grandkoi_data/92ef56_Gin Rin Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/11/QT5-48CM-1-300x450.jpeg,Hiroi,24.0,"['Gin', 'Rin', 'Showa']"
d880ba,https://www.grandkoi.com/product/gin-rin-showa-173/,Gin Rin Showa,"$2,499.00",6716,"['Breeder: Hiroi', 'Inches: 20']",grandkoi_data/d880ba_Gin Rin Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/11/QT5-50CM-1-300x450.jpeg,Hiroi,20.0,"['Gin', 'Rin', 'Showa']"
d2fc73,https://www.grandkoi.com/product/gin-rin-showa-171/,Gin Rin Showa,"$2,499.00",6714,"['Breeder: Hiroi', 'Inches: 20']",grandkoi_data/d2fc73_Gin Rin Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/11/QT5-50-300x450.jpeg,Hiroi,20.0,"['Gin', 'Rin', 'Showa']"
ae445f,https://www.grandkoi.com/product/kumonryu-5/,Kumonryu,"$6,999.00",6706,"['Breeder: Ikarashi', 'Inches: 24']",grandkoi_data/ae445f_Kumonryu.png,https://www.grandkoi.com/wp-content/uploads/2020/02/OTHERS_-KUMONRYU-18.2-INCHES_-IKARASHI-300x450.png,Ikarashi,24.0,['Kumonryu']
70bf1b,https://www.grandkoi.com/product/maruten-showa-6705/,Maruten Showa- SOLD,,6705,"['Breeder: Momotaro', 'Inches: 30']",grandkoi_data/70bf1b_Maruten Showa- SOLD.jpg,https://www.grandkoi.com/wp-content/uploads/2021/10/2-QT1-Showa-30in-300x450.jpg,Momotaro,30.0,"['Maruten', 'Showa']"
74354d,https://www.grandkoi.com/product/kohaku-252/,Kohaku- SOLD,"$24,999.00",6703,"['Breeder: Momotaro', 'Inches: 34']",grandkoi_data/74354d_Kohaku- SOLD.jpg,https://www.grandkoi.com/wp-content/uploads/2021/10/4-QT1-Kohaku-31in-300x450.jpg,Momotaro,34.0,['Kohaku']
95b505,https://www.grandkoi.com/product/kohaku-251/,Kohaku,"$24,999.00",6702,"['Breeder: Momotaro', 'Inches: 33']",grandkoi_data/95b505_Kohaku.jpg,https://www.grandkoi.com/wp-content/uploads/2021/10/3-QT1-Kohaku-32in-300x450.jpg,Momotaro,33.0,['Kohaku']
e95b9b,https://www.grandkoi.com/product/nijikawa-growth-float-5mm-40-lbs/,Nijikawa Growth Float 5MM/40 lbs,$240.00,B1010,"['Breeder:', 'Inches:']",grandkoi_data/e95b9b_Nijikawa Growth Float 5MM_40 lbs.jpg,https://www.grandkoi.com/wp-content/uploads/2021/07/nijikawa-growth-image-300x320.jpg,,,"['Nijikawa', 'Growth', 'Float', '5MM/40', 'lbs']"
fdee49,https://www.grandkoi.com/product/nijikawa-growth/,Nijikawa Growth Float 7MM/40 lbs,$240.00,B1002,"['Breeder:', 'Inches:']",grandkoi_data/fdee49_Nijikawa Growth Float 7MM_40 lbs.jpg,https://www.grandkoi.com/wp-content/uploads/2021/07/nijikawa-growth-image-300x320.jpg,,,"['Nijikawa', 'Growth', 'Float', '7MM/40', 'lbs']"
2aff66,https://www.grandkoi.com/product/nijikawa-color-genesis/,Nijikawa Color Genesis-Float 7MM 40 lbs,$225.00,B1003,"['Breeder:', 'Inches:']",grandkoi_data/2aff66_Nijikawa Color Genesis-Float 7MM 40 lbs.jpg,https://www.grandkoi.com/wp-content/uploads/2021/07/Nijikawa-Color-Genesis-300x374.jpg,,,"['Nijikawa', 'Color', 'Genesis-Float', '7MM', '40', 'lbs']"
94bfe4,https://www.grandkoi.com/product/yamabuki-14/,Karashigoi,"$6,999.00",6618,"['Breeder: Marusei', 'Inches: 30']",grandkoi_data/94bfe4_Karashigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/T3-April-22nd-2021-15-Karashigoi-300x450.jpeg,Marusei,30.0,['Karashigoi']
81b417,https://www.grandkoi.com/product/yamabuki-6605/,Yamabuki,"$12,999.00",6605,"['Breeder: Momotaro', 'Inches: 33']",grandkoi_data/81b417_Yamabuki.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/03/T3-April-22nd-2021-10-300x450.jpeg,Momotaro,33.0,['Yamabuki']
fd85a7,https://www.grandkoi.com/product/yamabuki-6676/,Yamabuki,"$11,999.00",6676,"['Breeder: Momotaro', 'Inches: 32.6']",grandkoi_data/fd85a7_Yamabuki.jpeg,https://www.grandkoi.com/wp-content/uploads/2020/11/T3-April-22nd-2021-2-1-300x450.jpeg,Momotaro,32.0,['Yamabuki']
36326f,https://www.grandkoi.com/product/tancho-kohaku-129/,Tancho Kohaku,"$16,999.00",6675,"['Breeder: Dainichi', 'Inches: 30']",grandkoi_data/36326f_Tancho Kohaku.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/Dainichi-10-April-20th-2021-300x450.jpeg,Dainichi,30.0,"['Tancho', 'Kohaku']"
5c40fd,https://www.grandkoi.com/product/tancho-kohaku-128/,Tancho Kohaku,"$16,999.00",6674,"['Breeder: Dainichi', 'Inches: 30']",grandkoi_data/5c40fd_Tancho Kohaku.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/Dainichi-9-April-20th-2021-300x450.jpeg,Dainichi,30.0,"['Tancho', 'Kohaku']"
545fe4,https://www.grandkoi.com/product/tancho-kohaku-125/,Tancho Kohaku,"$4,999.00",6664,"['Breeder: Marusei', 'Inches: 29']",grandkoi_data/545fe4_Tancho Kohaku.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-31-April-20-2021-300x450.jpeg,Marusei,29.0,"['Tancho', 'Kohaku']"
54cbed,https://www.grandkoi.com/product/ginrin-hi-utsuri-6/,Ginrin Hi Utsuri,"$8,999.00",6656,"['Breeder: Marusei', 'Inches: 31']",grandkoi_data/54cbed_Ginrin Hi Utsuri.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-4-April-19th-2021-300x450.jpeg,Marusei,31.0,"['Ginrin', 'Hi', 'Utsuri']"
e15678,https://www.grandkoi.com/product/ginrin-hi-utsuri-5/,Ginrin Hi Utsuri- SOLD,,6654,"['Breeder: Marusei', 'Inches: 28']",grandkoi_data/e15678_Ginrin Hi Utsuri- SOLD.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-7-April-19th-2021-300x450.jpeg,Marusei,28.0,"['Ginrin', 'Hi', 'Utsuri']"
04ad38,https://www.grandkoi.com/product/ginrin-tancho-showa/,Ginrin Showa,"$3,999.00",6653,"['Breeder: Marusei', 'Inches: 27.6']",grandkoi_data/04ad38_Ginrin Showa.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-35-April-20-2021-300x450.jpeg,Marusei,27.0,"['Ginrin', 'Showa']"
ccf807,https://www.grandkoi.com/product/ginrin-shiro-utsuri-4/,Ginrin Shiro Utsuri,"$6,999.00",6651,"['Breeder: Omosako', 'Inches: 27.6']",grandkoi_data/ccf807_Ginrin Shiro Utsuri.png,https://www.grandkoi.com/wp-content/uploads/2021/04/6651-2-300x450.png,Omosako,27.0,"['Ginrin', 'Shiro', 'Utsuri']"
