,link,title,category,price,sku,image,image_url
02f31ccb,https://nextdaykoi.com/product/3-5-imported-shusui-12/,3.5” Imported Shusui,"['Asagi and Shusui', 'Imported Koi', 'Koi', 'Shusui', 'Single Fish', 'Single Koi']",$30.00,HS0505G01515C14,nextdaykoi_data/02f31ccb_3.5”_Imported_Shusui.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-69.jpg
bec4495e,https://nextdaykoi.com/product/3-5-imported-kohaku-20/,3.5” Imported Kohaku,"['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",$30.00,HS0505G01515C13,nextdaykoi_data/bec4495e_3.5”_Imported_Kohaku.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-64.jpg
62543bb1,https://nextdaykoi.com/product/3-5-imported-armor-scaled-hariwake-3/,3.5” Imported Armor Scaled Hariwake,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",$30.00,HS0505G01515C11,nextdaykoi_data/62543bb1_3.5”_Imported_Armor_Scaled_Hariwake.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-54.jpg
ea7ff9e9,https://nextdaykoi.com/product/3-5-imported-beni-kumonryu/,3.5” Imported Doitsu Aka Bekko,"['Aka Bekko', 'Bekko', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",$30.00,HS0505G01515C10,nextdaykoi_data/ea7ff9e9_3.5”_Imported_Doitsu_Aka_Bekko.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-49.jpg
f6ec77bc,https://nextdaykoi.com/product/3-5-imported-gin-rin-hariwake-11/,3.5” Imported Gin Rin Hariwake,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",$30.00,HS0505G01515C08,nextdaykoi_data/f6ec77bc_3.5”_Imported_Gin_Rin_Hariwake.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-39.jpg
0b5d40ad,https://nextdaykoi.com/product/3-imported-gin-rin-hariwake-5/,3” Imported Gin Rin Hariwake,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",$30.00,HS0505G01515C07,nextdaykoi_data/0b5d40ad_3”_Imported_Gin_Rin_Hariwake.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-33.jpg
c45acfbd,https://nextdaykoi.com/product/3-imported-doitsu-gin-shiro-bekko-4/,3” Imported Doitsu Gin Shiro Bekko,"['Bekko', 'Imported Koi', 'Koi', 'Shiro Bekko', 'Single Fish', 'Single Koi']",$30.00,HS0505G01515C04,nextdaykoi_data/c45acfbd_3”_Imported_Doitsu_Gin_Shiro_Bekko.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-18.jpg
5a01311a,https://nextdaykoi.com/product/3-imported-kikusui-3/,3” Imported Kikusui,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",$30.00,HS0505G01515C02,nextdaykoi_data/5a01311a_3”_Imported_Kikusui.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-8.jpg
242d5fc1,https://nextdaykoi.com/product/3-imported-gin-rin-kujaku-2/,3” Imported Gin Rin Kujaku,"['Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",$30.00,HS0505G01515C01,nextdaykoi_data/242d5fc1_3”_Imported_Gin_Rin_Kujaku.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.05_G_015_15C-3.jpg
39588b76,https://nextdaykoi.com/product/lot-of-5-2-5-3-imported-assorted-oranda-6/,Lot of (5) 2.5-3” Imported Assorted Oranda,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",$90.00,H0502K51B04715C01,nextdaykoi_data/39588b76_Lot_of_(5)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-40.jpg
1c641329,https://nextdaykoi.com/product/lot-of-5-2-5-3-imported-assorted-oranda-5/,Lot of (5) 2.5-3” Imported Assorted Oranda,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",$90.00,H0502K51B04615C01,nextdaykoi_data/1c641329_Lot_of_(5)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-33.jpg
01c4d027,https://nextdaykoi.com/product/lot-of-4-2-5-3-imported-assorted-oranda-6/,Lot of (4) 2.5-3” Imported Assorted Oranda,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",$72.00,H0502K51B04515C01,nextdaykoi_data/01c4d027_Lot_of_(4)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-25.jpg
43f6ced5,https://nextdaykoi.com/product/lot-of-4-2-5-3-imported-assorted-oranda-5/,Lot of (4) 2.5-3” Imported Assorted Oranda,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",$72.00,H0502K51B04415C01,nextdaykoi_data/43f6ced5_Lot_of_(4)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-17.jpg
a77393c2,https://nextdaykoi.com/product/lot-of-3-2-5-3-imported-assorted-oranda-6/,Lot of (3) 2.5-3” Imported Assorted Oranda,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",$54.00,H0502K51B04315C01,nextdaykoi_data/a77393c2_Lot_of_(3)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-9.jpg
8e828c44,https://nextdaykoi.com/product/lot-of-3-2-5-3-imported-assorted-oranda-5/,Lot of (3) 2.5-3” Imported Assorted Oranda,"['EFP Goldfish Lots', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda']",$54.00,H0502K51B04215C01,nextdaykoi_data/8e828c44_Lot_of_(3)_2.5-3”_Imported_Assorted_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_K_51_15C-3.jpg
4d701e9a,https://nextdaykoi.com/product/5-imported-red-and-white-telescope-fantail/,5” Imported Red and White Telescope Fantail,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181512,nextdaykoi_data/4d701e9a_5”_Imported_Red_and_White_Telescope_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-60.jpg
7ef0989e,https://nextdaykoi.com/product/4-imported-calico-telescope-fantail-19/,4” Imported Calico Telescope Fantail,"[""Crystal's Featured Fish"", 'Fantail', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181511,nextdaykoi_data/7ef0989e_4”_Imported_Calico_Telescope_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-54.jpg
b3f2ce04,https://nextdaykoi.com/product/4-imported-red-and-white-bubble-eye/,4” Imported Red and White Bubble Eye,"['Bubble Eye', ""Crystal's Featured Fish"", 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181510,nextdaykoi_data/b3f2ce04_4”_Imported_Red_and_White_Bubble_Eye.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-49.jpg
2decbec8,https://nextdaykoi.com/product/4-imported-male-red-bubble-eye/,4” Imported Male Red Bubble Eye,"['Bubble Eye', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181509,nextdaykoi_data/2decbec8_4”_Imported_Male_Red_Bubble_Eye.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-44.jpg
97d0e425,https://nextdaykoi.com/product/4-imported-calico-telescope-fantail-18/,4” Imported Calico Telescope Fantail,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181508,nextdaykoi_data/97d0e425_4”_Imported_Calico_Telescope_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-39.jpg
86312db0,https://nextdaykoi.com/product/4-imported-male-tri-color-ryukin-2/,4” Imported Male Calico Ryukin,"[""Crystal's Featured Fish"", 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181507,nextdaykoi_data/86312db0_4”_Imported_Male_Calico_Ryukin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-34.jpg
c7a726d1,https://nextdaykoi.com/product/4-imported-male-calico-ryukin-8/,4” Imported Male Calico Ryukin,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181506,nextdaykoi_data/c7a726d1_4”_Imported_Male_Calico_Ryukin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-29.jpg
97c425c5,https://nextdaykoi.com/product/4-imported-male-calico-fantail-3/,4” Imported Male Calico Fantail,"[""Crystal's Featured Fish"", 'Fantail', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181505,nextdaykoi_data/97c425c5_4”_Imported_Male_Calico_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-24.jpg
feb54da3,https://nextdaykoi.com/product/4-imported-male-calico-ryukin-7/,4” Imported Male Calico Ryukin,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181504,nextdaykoi_data/feb54da3_4”_Imported_Male_Calico_Ryukin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-19.jpg
4027ac18,https://nextdaykoi.com/product/3-5-imported-calico-telescope-fantail-8/,3.5” Imported Calico Telescope Fantail,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181503,nextdaykoi_data/4027ac18_3.5”_Imported_Calico_Telescope_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-13.jpg
1b844753,https://nextdaykoi.com/product/3-5-imported-calico-ryukin-7/,3.5” Imported Calico Ryukin,"[""Crystal's Featured Fish"", 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181502,nextdaykoi_data/1b844753_3.5”_Imported_Calico_Ryukin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-8.jpg
c2c30f3c,https://nextdaykoi.com/product/3-5-imported-calico-telescope-fantail-7/,3.5” Imported Calico Telescope Fantail,"['Fantail', 'Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish']",$68.00,HP0502G0181501,nextdaykoi_data/c2c30f3c_3.5”_Imported_Calico_Telescope_Fantail.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_G_018_15-3.jpg
83c051ad,https://nextdaykoi.com/product/7-imported-gin-matsuba-butterfly-koi-6/,7” Imported Gin Matsuba Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",$340.00,H0502X191014,nextdaykoi_data/83c051ad_7”_Imported_Gin_Matsuba_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-69.jpg
115c9a34,https://nextdaykoi.com/product/7-imported-hariwake-butterfly-koi-10/,7” Imported Hariwake Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",$340.00,H0502X191013,nextdaykoi_data/115c9a34_7”_Imported_Hariwake_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-64.jpg
64c0429e,https://nextdaykoi.com/product/8-imported-yamato-nishiki-butterfly-koi-8/,8” Imported Yamato Nishiki Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamato Nishiki']",$340.00,H0502X191012,nextdaykoi_data/64c0429e_8”_Imported_Yamato_Nishiki_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-58.jpg
20143f45,https://nextdaykoi.com/product/8-imported-kikokuryu-butterfly-koi-10/,8” Imported Kikokuryu Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', ""Crystal's Featured Fish"", 'Hikarimoyo', 'Imported Koi', 'Kikokuryu', 'Koi', 'Single Fish', 'Single Koi']",$340.00,H0502X191011,nextdaykoi_data/20143f45_8”_Imported_Kikokuryu_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-53.jpg
46762047,https://nextdaykoi.com/product/8-imported-yamato-nishiki-butterfly-koi-7/,8” Imported Yamato Nishiki Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamato Nishiki']",$340.00,H0502X191010,nextdaykoi_data/46762047_8”_Imported_Yamato_Nishiki_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-48.jpg
51e0436c,https://nextdaykoi.com/product/8-imported-heisei-nishiki-butterfly-koi-10/,8” Imported Heisei Nishiki Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', 'Heisei Nishik', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",$340.00,H0502X191009,nextdaykoi_data/51e0436c_8”_Imported_Heisei_Nishiki_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-43.jpg
1eee5f03,https://nextdaykoi.com/product/8-imported-gin-rin-yamabuki-ogon-butterfly-koi/,8” Imported Gin Rin Yamabuki Ogon Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamabuki']",$340.00,H0502X191008,nextdaykoi_data/1eee5f03_8”_Imported_Gin_Rin_Yamabuki_Ogon_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-38.jpg
0b9d5cdf,https://nextdaykoi.com/product/8-imported-lemon-hariwake-butterfly-koi-2/,8” Imported Lemon Hariwake Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', ""Crystal's Featured Fish"", 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",$340.00,H0502X191007,nextdaykoi_data/0b9d5cdf_8”_Imported_Lemon_Hariwake_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-33.jpg
e2c71072,https://nextdaykoi.com/product/8-imported-gin-rin-soragoi-butterfly-koi-2/,8” Imported Gin Rin Soragoi Butterfly Koi,"['Butterfly Koi', 'Imported Koi', 'Kawarimono', 'Koi', 'Single Fish', 'Single Koi', 'Soragoi']",$340.00,H0502X191006,nextdaykoi_data/e2c71072_8”_Imported_Gin_Rin_Soragoi_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-28.jpg
286e4e19,https://nextdaykoi.com/product/8-imported-kin-kikokuryu-butterfly-koi-27/,8” Imported Kin Kikokuryu Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Kin Kikokuryu', 'Koi', 'Single Fish', 'Single Koi']",$340.00,H0502X191005,nextdaykoi_data/286e4e19_8”_Imported_Kin_Kikokuryu_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-23.jpg
1a2903a7,https://nextdaykoi.com/product/8-imported-doitsu-platinum-ogon-butterfly-koi-11/,8” Imported Doitsu Platinum Ogon Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Platinum Ogon', 'Single Fish', 'Single Koi']",$340.00,H0502X191004,nextdaykoi_data/1a2903a7_8”_Imported_Doitsu_Platinum_Ogon_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-18.jpg
c2103973,https://nextdaykoi.com/product/9-imported-chagoi-butterfly-koi/,9” Imported Chagoi Butterfly Koi,"['Butterfly Koi', 'Chagoi', 'Imported Koi', 'Kawarimono', 'Koi', 'Single Fish', 'Single Koi']",$340.00,H0502X191001,nextdaykoi_data/c2103973_9”_Imported_Chagoi_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_19_10-2.jpg
ea874a69,https://nextdaykoi.com/product/8-imported-kikusui-2/,8” Imported Kikusui,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",$225.00,H0502X211015,nextdaykoi_data/ea874a69_8”_Imported_Kikusui.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-76.jpg
878f4732,https://nextdaykoi.com/product/8-imported-gin-rin-soragoi-5/,8” Imported Gin Rin Soragoi,"[""Crystal's Featured Fish"", 'Imported Koi', 'Kawarimono', 'Koi', 'Single Fish', 'Single Koi', 'Soragoi']",$225.00,H0502X211014,nextdaykoi_data/878f4732_8”_Imported_Gin_Rin_Soragoi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-71.jpg
12ea6c70,https://nextdaykoi.com/product/8-imported-doitsu-kujaku/,8” Imported Doitsu Kujaku,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",$225.00,H0502X211013,nextdaykoi_data/12ea6c70_8”_Imported_Doitsu_Kujaku.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-66.jpg
d1f8d640,https://nextdaykoi.com/product/8-imported-showa-6/,8” Imported Showa,"['Gosanke', 'Imported Koi', 'Koi', 'Showa', 'Single Fish', 'Single Koi']",$225.00,H0502X211012,nextdaykoi_data/d1f8d640_8”_Imported_Showa.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-61.jpg
44ee6f42,https://nextdaykoi.com/product/7-5-imported-gin-rin-kujaku-2/,7.5” Imported Gin Rin Kujaku,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",$225.00,H0502X211011,nextdaykoi_data/44ee6f42_7.5”_Imported_Gin_Rin_Kujaku.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-55.jpg
2846b0a8,https://nextdaykoi.com/product/7-5-imported-kikusui-3/,7.5” Imported Kikusui,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",$225.00,H0502X211010,nextdaykoi_data/2846b0a8_7.5”_Imported_Kikusui.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-50.jpg
5e0b7919,https://nextdaykoi.com/product/7-5-imported-shusui/,7.5” Imported Shusui,"['Asagi and Shusui', 'Imported Koi', 'Koi', 'Shusui', 'Single Fish', 'Single Koi']",$225.00,H0502X211009,nextdaykoi_data/5e0b7919_7.5”_Imported_Shusui.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-45.jpg
6efaa88c,https://nextdaykoi.com/product/7-imported-kikusui-17/,7” Imported Kikusui,"['All Hikari Koi', ""Crystal's Featured Fish"", 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",$225.00,H0502X211008,nextdaykoi_data/6efaa88c_7”_Imported_Kikusui.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-39.jpg
6f141641,https://nextdaykoi.com/product/7-imported-kujaku-15/,7” Imported Kujaku,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",$225.00,H0502X211007,nextdaykoi_data/6f141641_7”_Imported_Kujaku.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-34.jpg
ffb64b92,https://nextdaykoi.com/product/7-imported-kikusui-16/,7” Imported Kikusui,"['All Hikari Koi', ""Crystal's Featured Fish"", 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",$225.00,H0502X211006,nextdaykoi_data/ffb64b92_7”_Imported_Kikusui.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-29.jpg
b5ed83dc,https://nextdaykoi.com/product/7-imported-sanke-17/,7” Imported Sanke,"['Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",$225.00,H0502X211005,nextdaykoi_data/b5ed83dc_7”_Imported_Sanke.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-24.jpg
a40159cf,https://nextdaykoi.com/product/7-imported-sanke-16/,7” Imported Sanke,"['Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",$225.00,H0502X211004,nextdaykoi_data/a40159cf_7”_Imported_Sanke.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-19.jpg
89f67639,https://nextdaykoi.com/product/7-imported-gin-rin-platinum-ogon-3/,7” Imported Gin Rin Platinum Ogon,"['All Hikari Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Platinum Ogon', 'Single Fish', 'Single Koi']",$225.00,H0502X211003,nextdaykoi_data/89f67639_7”_Imported_Gin_Rin_Platinum_Ogon.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-14.jpg
a2008a17,https://nextdaykoi.com/product/7-imported-yamabuki-ogon-9/,7” Imported Yamabuki Ogon,"['All Hikari Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamabuk']",$225.00,H0502X211002,nextdaykoi_data/a2008a17_7”_Imported_Yamabuki_Ogon.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-9.jpg
319e4b31,https://nextdaykoi.com/product/6-5-imported-platinum-ogon-9/,6.5” Imported Platinum Ogon,"['All Hikari Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Platinum Ogon', 'Single Fish', 'Single Koi']",$225.00,H0502X211001,nextdaykoi_data/319e4b31_6.5”_Imported_Platinum_Ogon.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_X_21_10-3.jpg
ac49f4d6,https://nextdaykoi.com/product/10-imported-doitsu-platinum-ogon-butterfly-koi/,10” Imported Doitsu Platinum Ogon Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', ""Crystal's Featured Fish"", 'Hikarimuji', 'Imported Koi', 'Koi', 'Platinum Ogon', 'Single Fish', 'Single Koi']",$625.00,H0502D201010,nextdaykoi_data/ac49f4d6_10”_Imported_Doitsu_Platinum_Ogon_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_D_20_10-50.jpg
cab78ca1,https://nextdaykoi.com/product/10-imported-kujaku-butterfly-koi-3/,10” Imported Kujaku Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', ""Crystal's Featured Fish"", 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",$625.00,H0502D201009,nextdaykoi_data/cab78ca1_10”_Imported_Kujaku_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_D_20_10-45.jpg
2266f396,https://nextdaykoi.com/product/10-imported-doitsu-gin-matsuba-butterfly-koi/,10” Imported Doitsu Gin Matsuba Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', ""Crystal's Featured Fish"", 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",$625.00,H0502D201008,nextdaykoi_data/2266f396_10”_Imported_Doitsu_Gin_Matsuba_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_D_20_10-40.jpg
31bdd45a,https://nextdaykoi.com/product/10-imported-kujaku-butterfly-koi/,10” Imported Kujaku Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",$625.00,H0502D201007,nextdaykoi_data/31bdd45a_10”_Imported_Kujaku_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_D_20_10-35.jpg
e03ebe33,https://nextdaykoi.com/product/10-imported-heisei-nishiki-butterfly-koi-5/,10” Imported Heisei Nishiki Butterfly Koi,"['All Hikari Koi', 'Butterfly Koi', 'Heisei Nishik', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",$625.00,H0502D201006,nextdaykoi_data/e03ebe33_10”_Imported_Heisei_Nishiki_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.05.02_D_20_10-30.jpg
