,link,title,category,out_of_stock,price,sku,image,image_url
92fd62,https://sacramentokoi.com/gin-rin-ochiba-12-240114331/,Gin Rin Ochiba 12″ – 240114331,Gin Rin,True,$300.00,240114331,sacramentokoi_data/92fd62_Gin_Rin_Ochiba_12″_–_240114331.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114331-2.jpg
4a37b7,https://sacramentokoi.com/gin-rin-ochiba-13-240118072/,Gin Rin Ochiba 13″ – 240118072,Female,True,$425.00,240118072,sacramentokoi_data/4a37b7_Gin_Rin_Ochiba_13″_–_240118072.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240118072-2.jpg
086dca,https://sacramentokoi.com/gin-rin-ochiba-16-240174096/,Gin Rin Ochiba 16″ – 240174096,Gin Rin,True,$500.00,240174096,sacramentokoi_data/086dca_Gin_Rin_Ochiba_16″_–_240174096.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174096-2.jpg
df19d3,https://sacramentokoi.com/gin-rin-ochiba-17-240174094/,Gin Rin Ochiba 17″ – 240174094,Female,True,$600.00,240174094,sacramentokoi_data/df19d3_Gin_Rin_Ochiba_17″_–_240174094.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174094-2.jpg
91cb12,https://sacramentokoi.com/gin-rin-ochiba-18-240422030/,Gin Rin Ochiba 18″ – 240422030,Gin Rin,False,"$1,400.00",240422030,sacramentokoi_data/91cb12_Gin_Rin_Ochiba_18″_–_240422030.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240422030-2.jpg
b499b5,https://sacramentokoi.com/gin-rin-ochiba-19-240621280/,Gin Rin Ochiba 19″ – 240621280,Gin Rin,False,"$1,400.00",240621280,sacramentokoi_data/b499b5_Gin_Rin_Ochiba_19″_–_240621280.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240621280-2.jpg
ec282e,https://sacramentokoi.com/gin-rin-ochiba-20-240468299/,Gin Rin Ochiba 20″ – 240468299,Female,False,"$1,800.00",240468299,sacramentokoi_data/ec282e_Gin_Rin_Ochiba_20″_–_240468299.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240468299-2.jpg
c02c80,https://sacramentokoi.com/gin-rin-ochiba-21-240634064/,Gin Rin Ochiba 21″ – 240634064,Female,True,"$1,750.00",240634064,sacramentokoi_data/c02c80_Gin_Rin_Ochiba_21″_–_240634064.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240634064-2.jpg
0f6a50,https://sacramentokoi.com/gin-rin-platinum-ogon-13-240114307/,Gin Rin Platinum Ogon 13″ – 240114307,Gin Rin,True,$325.00,240114307,sacramentokoi_data/0f6a50_Gin_Rin_Platinum_Ogon_13″_–_240114307.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114307-2.jpg
597486,https://sacramentokoi.com/gin-rin-platinum-ogon-13-240114309/,Gin Rin Platinum Ogon 13″ – 240114309,Gin Rin,True,$325.00,240114309,sacramentokoi_data/597486_Gin_Rin_Platinum_Ogon_13″_–_240114309.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114309-2.jpg
0e43a1,https://sacramentokoi.com/gin-rin-platinum-ogon-13-240114329/,Gin Rin Platinum Ogon 13″ – 240114329,Gin Rin,True,$325.00,240114329,sacramentokoi_data/0e43a1_Gin_Rin_Platinum_Ogon_13″_–_240114329.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114329-2.jpg
4925d4,https://sacramentokoi.com/gin-rin-platinum-ogon-14-240087343/,Gin Rin Platinum Ogon 14″ – 240087343,Gin Rin,True,$325.00,240087343,sacramentokoi_data/4925d4_Gin_Rin_Platinum_Ogon_14″_–_240087343.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087343-1-247x437.jpg
99c9f6,https://sacramentokoi.com/gin-rin-platinum-ogon-14-240114306/,Gin Rin Platinum Ogon 14″ – 240114306,Gin Rin,True,$325.00,240114306,sacramentokoi_data/99c9f6_Gin_Rin_Platinum_Ogon_14″_–_240114306.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114306-2.jpg
217bd0,https://sacramentokoi.com/gin-rin-platinum-ogon-14-240114311/,Gin Rin Platinum Ogon 14″ – 240114311,Gin Rin,True,$375.00,240114311,sacramentokoi_data/217bd0_Gin_Rin_Platinum_Ogon_14″_–_240114311.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114311-2.jpg
96b99d,https://sacramentokoi.com/gin-rin-platinum-ogon-15-240087347/,Gin Rin Platinum Ogon 15″ – 240087347,Gin Rin,True,$325.00,240087347,sacramentokoi_data/96b99d_Gin_Rin_Platinum_Ogon_15″_–_240087347.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087347-1-247x437.jpg
5f8360,https://sacramentokoi.com/gin-rin-platinum-ogon-15-240114323/,Gin Rin Platinum Ogon 15″ – 240114323,Gin Rin,True,$325.00,240114323,sacramentokoi_data/5f8360_Gin_Rin_Platinum_Ogon_15″_–_240114323.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114323-2.jpg
36da7d,https://sacramentokoi.com/gin-rin-platinum-ogon-16-240155001/,Gin Rin Platinum Ogon 16″ – 240155001,Gin Rin,True,$450.00,240155001,sacramentokoi_data/36da7d_Gin_Rin_Platinum_Ogon_16″_–_240155001.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240155001-2.jpg
a38367,https://sacramentokoi.com/gin-rin-platinum-ogon-16-240155005/,Gin Rin Platinum Ogon 16″ – 240155005,Gin Rin,True,$450.00,240155005,sacramentokoi_data/a38367_Gin_Rin_Platinum_Ogon_16″_–_240155005.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240155005-2.jpg
503629,https://sacramentokoi.com/gin-rin-platinum-ogon-16-240155008/,Gin Rin Platinum Ogon 16″ – 240155008,Gin Rin,True,$450.00,240155008,sacramentokoi_data/503629_Gin_Rin_Platinum_Ogon_16″_–_240155008.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240155008-2.jpg
680489,https://sacramentokoi.com/gin-rin-sanke-15-240234148/,Gin Rin Sanke 15″ – 240234148,Female,True,$600.00,240234148,sacramentokoi_data/680489_Gin_Rin_Sanke_15″_–_240234148.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240234148-2.jpg
a692c5,https://sacramentokoi.com/gin-rin-sanke-15-240234150/,Gin Rin Sanke 15″ – 240234150,Gin Rin,False,$650.00,240234150,sacramentokoi_data/a692c5_Gin_Rin_Sanke_15″_–_240234150.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240234150-2.jpg
e1cdcb,https://sacramentokoi.com/gin-rin-shiro-asagi-16-240118076/,Gin Rin Shiro Asagi 16″ – 240118076,Asagi,False,$375.00,240118076,sacramentokoi_data/e1cdcb_Gin_Rin_Shiro_Asagi_16″_–_240118076.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240118076-2.jpg
843d03,https://sacramentokoi.com/gin-rin-shiro-utsuri-11-240087334/,Gin Rin Shiro Utsuri 11″ – 240087334,Gin Rin,True,$275.00,240087334,sacramentokoi_data/843d03_Gin_Rin_Shiro_Utsuri_11″_–_240087334.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087334-1-247x437.jpg
3d1ba0,https://sacramentokoi.com/gin-rin-shiro-utsuri-13-240087341/,Gin Rin Shiro Utsuri 13″ – 240087341,Female,True,$250.00,240087341,sacramentokoi_data/3d1ba0_Gin_Rin_Shiro_Utsuri_13″_–_240087341.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087341-1-247x437.jpg
f0f44d,https://sacramentokoi.com/gin-rin-shiro-utsuri-15-240118047/,Gin Rin Shiro Utsuri 15″ – 240118047,Female,True,$425.00,240118047,sacramentokoi_data/f0f44d_Gin_Rin_Shiro_Utsuri_15″_–_240118047.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240118047-2.jpg
cae681,https://sacramentokoi.com/gin-rin-shiro-utsuri-17-240276258/,Gin Rin Shiro Utsuri 17″ – 240276258,Female,True,$700.00,240276258,sacramentokoi_data/cae681_Gin_Rin_Shiro_Utsuri_17″_–_240276258.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240276258-2.jpg
ef1b1a,https://sacramentokoi.com/gin-rin-shiro-utsuri-19-240464159/,Gin Rin Shiro Utsuri 19″ – 240464159,Female,False,"$1,250.00",240464159,sacramentokoi_data/ef1b1a_Gin_Rin_Shiro_Utsuri_19″_–_240464159.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240464159-2.jpg
69d191,https://sacramentokoi.com/gin-rin-showa-11-240058383/,Gin Rin Showa 11″ – 240058383,Gin Rin,True,$250.00,240058383,sacramentokoi_data/69d191_Gin_Rin_Showa_11″_–_240058383.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058383-1-247x437.jpg
ec5dc2,https://sacramentokoi.com/gin-rin-showa-11-240058390/,Gin Rin Showa 11″ – 240058390,Gin Rin,True,$150.00,240058390,sacramentokoi_data/ec5dc2_Gin_Rin_Showa_11″_–_240058390.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058390-1-247x437.jpg
d356c4,https://sacramentokoi.com/gin-rin-showa-15-240112369/,Gin Rin Showa 15″ – 240112369,Female,True,$425.00,240112369,sacramentokoi_data/d356c4_Gin_Rin_Showa_15″_–_240112369.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240112369-1-247x437.jpg
7a496b,https://sacramentokoi.com/gin-rin-showa-16-240112367/,Gin Rin Showa 16″ – 240112367,Female,True,$650.00,240112367,sacramentokoi_data/7a496b_Gin_Rin_Showa_16″_–_240112367.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240112367-1-247x437.jpg
0abae6,https://sacramentokoi.com/gin-rin-showa-17-240168044/,Gin Rin Showa 17″ – 240168044,Gin Rin,True,$375.00,240168044,sacramentokoi_data/0abae6_Gin_Rin_Showa_17″_–_240168044.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240168044-2.jpg
78b1d8,https://sacramentokoi.com/gin-rin-showa-18-240190035/,Gin Rin Showa 18″ – 240190035,Female,True,$475.00,240190035,sacramentokoi_data/78b1d8_Gin_Rin_Showa_18″_–_240190035.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240190035-2.jpg
832b6c,https://sacramentokoi.com/gin-rin-showa-19-240190032/,Gin Rin Showa 19″ – 240190032,Gin Rin,True,$475.00,240190032,sacramentokoi_data/832b6c_Gin_Rin_Showa_19″_–_240190032.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240190032-2.jpg
dec40a,https://sacramentokoi.com/gin-rin-showa-19-240190033/,Gin Rin Showa 19″ – 240190033,Female,True,$800.00,240190033,sacramentokoi_data/dec40a_Gin_Rin_Showa_19″_–_240190033.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240190033-2.jpg
1243d9,https://sacramentokoi.com/gin-rin-showa-19-240323375/,Gin Rin Showa 19″ – 240323375,Female,False,$800.00,240323375,sacramentokoi_data/1243d9_Gin_Rin_Showa_19″_–_240323375.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323375-2.jpg
d22540,https://sacramentokoi.com/gin-rin-showa-20-240190037/,Gin Rin Showa 20″ – 240190037,Gin Rin,True,$850.00,240190037,sacramentokoi_data/d22540_Gin_Rin_Showa_20″_–_240190037.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240190037-2.jpg
1d5255,https://sacramentokoi.com/gin-rin-showa-20-240323042/,Gin Rin Showa 20″ – 240323042,Female,True,$900.00,240323042,sacramentokoi_data/1d5255_Gin_Rin_Showa_20″_–_240323042.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323042-2.jpg
faf6f1,https://sacramentokoi.com/gin-rin-showa-21-240667118/,Gin Rin Showa 21″ – 240667118,Female,True,"$2,100.00",240667118,sacramentokoi_data/faf6f1_Gin_Rin_Showa_21″_–_240667118.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240667118-2.jpg
6ad33f,https://sacramentokoi.com/gin-rin-showa-22-240323376/,Gin Rin Showa 22″ – 240323376,Female,True,$950.00,240323376,sacramentokoi_data/6ad33f_Gin_Rin_Showa_22″_–_240323376.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323376-2.jpg
c5795f,https://sacramentokoi.com/gin-rin-showa-22-241051372/,Gin Rin Showa 22″ – 241051372,Female,True,"$2,900.00",241051372,sacramentokoi_data/c5795f_Gin_Rin_Showa_22″_–_241051372.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241051372-2.jpg
ad0783,https://sacramentokoi.com/gin-rin-showa-24-241930114/,Gin Rin Showa 24″ – 241930114,Female,True,"$4,500.00",241930114,sacramentokoi_data/ad0783_Gin_Rin_Showa_24″_–_241930114.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241930114-2.jpg
9e06d2,https://sacramentokoi.com/gin-rin-soragoi-17-240170276/,Gin Rin Soragoi 17″ – 240170276,Gin Rin,True,$450.00,240170276,sacramentokoi_data/9e06d2_Gin_Rin_Soragoi_17″_–_240170276.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240170276-2.jpg
f0b532,https://sacramentokoi.com/gin-rin-soragoi-18-240323166/,Gin Rin Soragoi 18″ – 240323166,Fukasawa,False,$650.00,240323166,sacramentokoi_data/f0b532_Gin_Rin_Soragoi_18″_–_240323166.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323166-2.jpg
657e40,https://sacramentokoi.com/gin-rin-soragoi-18-240368163/,Gin Rin Soragoi 18″ – 240368163,Fukasawa,False,$750.00,240368163,sacramentokoi_data/657e40_Gin_Rin_Soragoi_18″_–_240368163.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240368163-2.jpg
6ca503,https://sacramentokoi.com/gin-rin-soragoi-23-241065060/,Gin Rin Soragoi 23″ – 241065060,Female,True,"$3,800.00",241065060,sacramentokoi_data/6ca503_Gin_Rin_Soragoi_23″_–_241065060.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241065060-2.jpg
fe3a64,https://sacramentokoi.com/gin-rin-soragoi-9-240054202/,Gin Rin Soragoi 9″ – 240054202,Gin Rin,True,$150.00,240054202,sacramentokoi_data/fe3a64_Gin_Rin_Soragoi_9″_–_240054202.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240054202-1-247x437.jpg
176762,https://sacramentokoi.com/gin-rin-tancho-goshiki-14-240145126/,Gin Rin Tancho Goshiki 14″ – 240145126,Gin Rin,True,$450.00,240145126,sacramentokoi_data/176762_Gin_Rin_Tancho_Goshiki_14″_–_240145126.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240145126-2.jpg
0ffd06,https://sacramentokoi.com/gin-rin-tancho-goshiki-14-240247144/,Gin Rin Tancho Goshiki 14″ – 240247144,Female,True,$700.00,240247144,sacramentokoi_data/0ffd06_Gin_Rin_Tancho_Goshiki_14″_–_240247144.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240247144-2.jpg
23b4e1,https://sacramentokoi.com/gin-rin-tancho-kohaku-16-240303261/,Gin Rin Tancho Kohaku 16″ – 240303261,Female,True,$850.00,240303261,sacramentokoi_data/23b4e1_Gin_Rin_Tancho_Kohaku_16″_–_240303261.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240303261-2.jpg
5d3d0b,https://sacramentokoi.com/gin-rin-tancho-kohaku-18-240323377/,Gin Rin Tancho Kohaku 18″ – 240323377,Female,True,$975.00,240323377,sacramentokoi_data/5d3d0b_Gin_Rin_Tancho_Kohaku_18″_–_240323377.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323377-2.jpg
48f79b,https://sacramentokoi.com/gin-rin-tancho-kohaku-18-240323378/,Gin Rin Tancho Kohaku 18″ – 240323378,Female,True,$900.00,240323378,sacramentokoi_data/48f79b_Gin_Rin_Tancho_Kohaku_18″_–_240323378.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323378-2.jpg
e7f114,https://sacramentokoi.com/gin-rin-tancho-kohaku-19-240323043/,Gin Rin Tancho Kohaku 19″ – 240323043,Female,True,$875.00,240323043,sacramentokoi_data/e7f114_Gin_Rin_Tancho_Kohaku_19″_–_240323043.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323043-2.jpg
aad757,https://sacramentokoi.com/gin-rin-tancho-kohaku-21-240998116/,Gin Rin Tancho Kohaku 21″ – 240998116,Female,True,"$2,200.00",240998116,sacramentokoi_data/aad757_Gin_Rin_Tancho_Kohaku_21″_–_240998116.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240998116-2.jpg
42581a,https://sacramentokoi.com/gin-rin-tancho-ochiba-18-240368020/,Gin Rin Tancho Ochiba 18″ – 240368020,Gin Rin,False,"$1,200.00",240368020,sacramentokoi_data/42581a_Gin_Rin_Tancho_Ochiba_18″_–_240368020.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240368020-2.jpg
0ee976,https://sacramentokoi.com/gin-rin-tancho-ochiba-19-241512071/,Gin Rin Tancho Ochiba 19″ – 241512071,Female,True,"$3,400.00",241512071,sacramentokoi_data/0ee976_Gin_Rin_Tancho_Ochiba_19″_–_241512071.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241512071-2.jpg
fba253,https://sacramentokoi.com/gin-rin-tancho-showa-16-240168046/,Gin Rin Tancho Showa 16″ – 240168046,Female,True,$475.00,240168046,sacramentokoi_data/fba253_Gin_Rin_Tancho_Showa_16″_–_240168046.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240168046-2.jpg
290074,https://sacramentokoi.com/gin-rin-tancho-showa-18-240190034/,Gin Rin Tancho Showa 18″ – 240190034,Female,True,"$1,200.00",240190034,sacramentokoi_data/290074_Gin_Rin_Tancho_Showa_18″_–_240190034.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240190034-2.jpg
21ee20,https://sacramentokoi.com/gin-rin-yamabuki-karashigoi-18-240302026/,Gin Rin Yamabuki Karashigoi 18″ – 240302026,Gin Rin,True,$900.00,240302026,sacramentokoi_data/21ee20_Gin_Rin_Yamabuki_Karashigoi_18″_–_240302026.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240302026-2.jpg
67aaed,https://sacramentokoi.com/gin-rin-yamabuki-ogon-12-240087346/,Gin Rin Yamabuki Ogon 12″ – 240087346,Gin Rin,True,$225.00,240087346,sacramentokoi_data/67aaed_Gin_Rin_Yamabuki_Ogon_12″_–_240087346.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087346-1-247x437.jpg
396cf1,https://sacramentokoi.com/gin-rin-yamabuki-ogon-13-240114305/,Gin Rin Yamabuki Ogon 13″ – 240114305,Gin Rin,True,$325.00,240114305,sacramentokoi_data/396cf1_Gin_Rin_Yamabuki_Ogon_13″_–_240114305.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114305-2.jpg
577aa3,https://sacramentokoi.com/ginga-16-240118073/,Ginga 16″ – 240118073,Female,False,$375.00,240118073,sacramentokoi_data/577aa3_Ginga_16″_–_240118073.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240118073-2.jpg
963d90,https://sacramentokoi.com/ginga-19-240187109/,Ginga 19″ – 240187109,Ginga,False,$600.00,240187109,sacramentokoi_data/963d90_Ginga_19″_–_240187109.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240187109-2.jpg
86948f,https://sacramentokoi.com/goshiki-13-240087338/,Goshiki 13″ – 240087338,Female,True,$150.00,240087338,sacramentokoi_data/86948f_Goshiki_13″_–_240087338.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087338-1-247x437.jpg
34f08b,https://sacramentokoi.com/goshiki-14-240118082/,Goshiki 14″ – 240118082,Goshiki,True,$350.00,240118082,sacramentokoi_data/34f08b_Goshiki_14″_–_240118082.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240118082-2.jpg
262774,https://sacramentokoi.com/goshiki-15-240174086/,Goshiki 15″ – 240174086,Goshiki,True,$400.00,240174086,sacramentokoi_data/262774_Goshiki_15″_–_240174086.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174086-2.jpg
e7252f,https://sacramentokoi.com/goshiki-15-240174087/,Goshiki 15″ – 240174087,Goshiki,True,$425.00,240174087,sacramentokoi_data/e7252f_Goshiki_15″_–_240174087.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174087-2.jpg
b8eb04,https://sacramentokoi.com/goshiki-14-230226104/,Goshiki 16″ – 230226104,Female,True,$550.00,230226104,sacramentokoi_data/b8eb04_Goshiki_16″_–_230226104.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/230226104-247x438.jpg
0be0ff,https://sacramentokoi.com/goshiki-21-240634063/,Goshiki 21″ – 240634063,Female,True,"$1,600.00",240634063,sacramentokoi_data/0be0ff_Goshiki_21″_–_240634063.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240634063-2.jpg
5a521c,https://sacramentokoi.com/goshiki-21-241512070/,Goshiki 21″ – 241512070,Female,False,"$3,200.00",241512070,sacramentokoi_data/5a521c_Goshiki_21″_–_241512070.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241512070-2.jpg
9d7a6e,https://sacramentokoi.com/goshiki-22-220807424/,Goshiki 23″ – 220807424,Goshiki,False,"$2,100.00",220807424,sacramentokoi_data/9d7a6e_Goshiki_23″_–_220807424.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/220807424-247x439.jpg
4425e0,https://sacramentokoi.com/hajiro-13-240114319/,Hajiro 13″ – 240114319,Female,True,$400.00,240114319,sacramentokoi_data/4425e0_Hajiro_13″_–_240114319.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114319-2.jpg
8542a2,https://sacramentokoi.com/hajiro-14-240114302/,Hajiro 14″ – 240114302,Female,False,$375.00,240114302,sacramentokoi_data/8542a2_Hajiro_14″_–_240114302.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114302-2.jpg
0d0f5c,https://sacramentokoi.com/hajiro-18-230331114/,Hajiro 19″ – 230331114,Female,False,$800.00,230331114,sacramentokoi_data/0d0f5c_Hajiro_19″_–_230331114.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/230331114-247x439.jpg
f7a241,https://sacramentokoi.com/hariwake-16-240112370/,Hariwake 16″ – 240112370,Female,True,$375.00,240112370,sacramentokoi_data/f7a241_Hariwake_16″_–_240112370.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240112370-1-247x437.jpg
847157,https://sacramentokoi.com/hariwake-20-240515262/,Hariwake 20″ – 240515262,Female,False,$950.00,240515262,sacramentokoi_data/847157_Hariwake_20″_–_240515262.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240515262-2.jpg
40c57d,https://sacramentokoi.com/hi-shusui-14-240174085/,Hi Shusui 14″ – 240174085,Ikarashi Ozumi,True,$350.00,240174085,sacramentokoi_data/40c57d_Hi_Shusui_14″_–_240174085.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174085-2.jpg
e09995,https://sacramentokoi.com/hi-shusui-15-240174093/,Hi Shusui 15″ – 240174093,Female,True,$425.00,240174093,sacramentokoi_data/e09995_Hi_Shusui_15″_–_240174093.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174093-2.jpg
279c08,https://sacramentokoi.com/hi-utsuri-10-240054229/,Hi Utsuri 10″ – 240054229,Koi,True,$125.00,240054229,sacramentokoi_data/279c08_Hi_Utsuri_10″_–_240054229.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240054229-1-247x437.jpg
e18836,https://sacramentokoi.com/hi-utsuri-12-240054190/,Hi Utsuri 12″ – 240054190,Koi,True,$175.00,240054190,sacramentokoi_data/e18836_Hi_Utsuri_12″_–_240054190.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240054190-1-247x437.jpg
d6251b,https://sacramentokoi.com/hi-utsuri-12-240054230/,Hi Utsuri 12″ – 240054230,Koi,True,$175.00,240054230,sacramentokoi_data/d6251b_Hi_Utsuri_12″_–_240054230.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240054230-1-247x437.jpg
2f6757,https://sacramentokoi.com/hi-utsuri-12-240058386/,Hi Utsuri 12″ – 240058386,Koi,True,$175.00,240058386,sacramentokoi_data/2f6757_Hi_Utsuri_12″_–_240058386.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058386-1-247x437.jpg
d15af8,https://sacramentokoi.com/hi-utsuri-14-240054203/,Hi Utsuri 14″ – 240054203,Koi,True,$175.00,240054203,sacramentokoi_data/d15af8_Hi_Utsuri_14″_–_240054203.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240054203-1-247x437.jpg
79f023,https://sacramentokoi.com/hi-utsuri-16-240112350/,Hi Utsuri 16″ – 240112350,Koi,True,$300.00,240112350,sacramentokoi_data/79f023_Hi_Utsuri_16″_–_240112350.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240112350-1-247x437.jpg
acfedc,https://sacramentokoi.com/hi-utsuri-16-240112366/,Hi Utsuri 16″ – 240112366,Koi,True,$400.00,240112366,sacramentokoi_data/acfedc_Hi_Utsuri_16″_–_240112366.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240112366-1-247x437.jpg
c5c455,https://sacramentokoi.com/hi-utsuri-17-240154120/,Hi Utsuri 17″ – 240154120,Female,True,$375.00,240154120,sacramentokoi_data/c5c455_Hi_Utsuri_17″_–_240154120.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240154120-2.jpg
56d5ae,https://sacramentokoi.com/hi-utsuri-18-240112371/,Hi Utsuri 18″ – 240112371,Female,True,$475.00,240112371,sacramentokoi_data/56d5ae_Hi_Utsuri_18″_–_240112371.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240112371-1-247x437.jpg
3a6ab5,https://sacramentokoi.com/hi-utsuri-19-240422168/,Hi Utsuri 19″ – 240422168,Female,True,$950.00,240422168,sacramentokoi_data/3a6ab5_Hi_Utsuri_19″_–_240422168.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240422168-2.jpg
8cde93,https://sacramentokoi.com/hi-utsuri-20-240422170/,Hi Utsuri 20″ – 240422170,Female,False,"$1,100.00",240422170,sacramentokoi_data/8cde93_Hi_Utsuri_20″_–_240422170.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240422170-2.jpg
ceb8fa,https://sacramentokoi.com/hi-utsuri-20-240468164/,Hi Utsuri 20″ – 240468164,Female,True,$950.00,240468164,sacramentokoi_data/ceb8fa_Hi_Utsuri_20″_–_240468164.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240468164-2.jpg
26a945,https://sacramentokoi.com/hi-utsuri-22-240468300/,Hi Utsuri 22″ – 240468300,Koi,False,"$1,800.00",240468300,sacramentokoi_data/26a945_Hi_Utsuri_22″_–_240468300.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240468300-2.jpg
37bfb3,https://sacramentokoi.com/hi-utsuri-22-241134173/,Hi Utsuri 22″ – 241134173,Female,True,"$2,800.00",241134173,sacramentokoi_data/37bfb3_Hi_Utsuri_22″_–_241134173.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241134173-2.jpg
de7a0b,https://sacramentokoi.com/hi-utsuri-24-241930113/,Hi Utsuri 24″ – 241930113,Female,True,"$4,200.00",241930113,sacramentokoi_data/de7a0b_Hi_Utsuri_24″_–_241930113.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241930113-2.jpg
