,link,title,category,out_of_stock,price,sku,image,image_url
5bd63b,https://sacramentokoi.com/chagoi-17-240247143/,Chagoi 17″ – 240247143,Chagoi,True,$550.00,240247143,sacramentokoi_data/5bd63b_Chagoi_17″_–_240247143.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240247143-2.jpg
598f77,https://sacramentokoi.com/doitsu-aka-matsuba-10-240054227/,Doitsu Aka Matsuba 10″ – 240054227,Doitsu,True,$150.00,240054227,sacramentokoi_data/598f77_Doitsu_Aka_Matsuba_10″_–_240054227.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240054227-1-247x437.jpg
26dcf0,https://sacramentokoi.com/doitsu-bekko-hariwake-13-240087333/,Doitsu Bekko Hariwake 13″ – 240087333,Doitsu,True,$350.00,240087333,sacramentokoi_data/26dcf0_Doitsu_Bekko_Hariwake_13″_–_240087333.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087333-1-247x437.jpg
e6c1ba,https://sacramentokoi.com/doitsu-benigoi-15-240145128/,Doitsu Benigoi 15″ – 240145128,Benigoi,False,$475.00,240145128,sacramentokoi_data/e6c1ba_Doitsu_Benigoi_15″_–_240145128.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240145128-2.jpg
e40f3b,https://sacramentokoi.com/doitsu-hariwake-13-240087345/,Doitsu Hariwake 13″ – 240087345,Doitsu,True,$250.00,240087345,sacramentokoi_data/e40f3b_Doitsu_Hariwake_13″_–_240087345.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087345-1-247x437.jpg
6698b6,https://sacramentokoi.com/doitsu-hariwake-13-240114303/,Doitsu Hariwake 13″ – 240114303,Doitsu,True,$275.00,240114303,sacramentokoi_data/6698b6_Doitsu_Hariwake_13″_–_240114303.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114303-2.jpg
418978,https://sacramentokoi.com/doitsu-hariwake-13-240114321/,Doitsu Hariwake 13″ – 240114321,Doitsu,True,$400.00,240114321,sacramentokoi_data/418978_Doitsu_Hariwake_13″_–_240114321.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114321-2.jpg
895347,https://sacramentokoi.com/doitsu-hariwake-13-240114328/,Doitsu Hariwake 13″ – 240114328,Doitsu,True,$325.00,240114328,sacramentokoi_data/895347_Doitsu_Hariwake_13″_–_240114328.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114328-2.jpg
0dd8c8,https://sacramentokoi.com/doitsu-hariwake-19-240302027/,Doitsu Hariwake 19″ – 240302027,Doitsu,True,"$1,100.00",240302027,sacramentokoi_data/0dd8c8_Doitsu_Hariwake_19″_–_240302027.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240302027-2.jpg
c95625,https://sacramentokoi.com/doitsu-hariwake-19-240422294/,Doitsu Hariwake 19″ – 240422294,Doitsu,True,"$1,200.00",240422294,sacramentokoi_data/c95625_Doitsu_Hariwake_19″_–_240422294.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240422294-2.jpg
6d5c2c,https://sacramentokoi.com/doitsu-hariwake-22-241134172/,Doitsu Hariwake 22″ – 241134172,Doitsu,False,"$2,600.00",241134172,sacramentokoi_data/6d5c2c_Doitsu_Hariwake_22″_–_241134172.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241134172-2.jpg
12fd4a,https://sacramentokoi.com/doitsu-kohaku-14-240058389/,Doitsu Kohaku 14″ – 240058389,Doitsu,True,$250.00,240058389,sacramentokoi_data/12fd4a_Doitsu_Kohaku_14″_–_240058389.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058389-1-247x437.jpg
953c77,https://sacramentokoi.com/doitsu-kohaku-14-240154121/,Doitsu Kohaku 14″ – 240154121,Doitsu,True,$475.00,240154121,sacramentokoi_data/953c77_Doitsu_Kohaku_14″_–_240154121.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240154121-2.jpg
ffebc8,https://sacramentokoi.com/doitsu-kohaku-15-240154130/,Doitsu Kohaku 15″ – 240154130,Doitsu,True,$400.00,240154130,sacramentokoi_data/ffebc8_Doitsu_Kohaku_15″_–_240154130.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240154130-2.jpg
4c8a25,https://sacramentokoi.com/doitsu-kohaku-19-240323374/,Doitsu Kohaku 19″ – 240323374,Doitsu,True,$850.00,240323374,sacramentokoi_data/4c8a25_Doitsu_Kohaku_19″_–_240323374.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323374-2.jpg
8d14fb,https://sacramentokoi.com/doitsu-kohaku-19-240323379/,Doitsu Kohaku 19″ – 240323379,Doitsu,True,$750.00,240323379,sacramentokoi_data/8d14fb_Doitsu_Kohaku_19″_–_240323379.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323379-2.jpg
9512ec,https://sacramentokoi.com/doitsu-kohaku-20-240323040/,Doitsu Kohaku 20″ – 240323040,Doitsu,True,$850.00,240323040,sacramentokoi_data/9512ec_Doitsu_Kohaku_20″_–_240323040.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323040-2.jpg
597a2e,https://sacramentokoi.com/doitsu-kujaku-15-240114304/,Doitsu Kujaku 15″ – 240114304,Doitsu,True,$250.00,240114304,sacramentokoi_data/597a2e_Doitsu_Kujaku_15″_–_240114304.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114304-2.jpg
55adbc,https://sacramentokoi.com/doitsu-kujaku-15-240174104/,Doitsu Kujaku 15″ – 240174104,Doitsu,True,$350.00,240174104,sacramentokoi_data/55adbc_Doitsu_Kujaku_15″_–_240174104.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174104-2.jpg
61aff2,https://sacramentokoi.com/doitsu-kujaku-23-241532174/,Doitsu Kujaku 23″ – 241532174,Doitsu,True,"$3,500.00",241532174,sacramentokoi_data/61aff2_Doitsu_Kujaku_23″_–_241532174.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241532174-2.jpg
591df9,https://sacramentokoi.com/doitsu-kujaku-25-231278338/,Doitsu Kujaku 26″ – 231278338,Doitsu,True,"$1,400.00",231278338,sacramentokoi_data/591df9_Doitsu_Kujaku_26″_–_231278338.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/231278338-247x437.jpg
d79768,https://sacramentokoi.com/doitsu-metallic-ki-matsuba-15-240118078/,Doitsu Metallic Ki Matsuba 15″ – 240118078,Doitsu Metallic,True,$400.00,240118078,sacramentokoi_data/d79768_Doitsu_Metallic_Ki_Matsuba_15″_–_240118078.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240118078-2.jpg
1f80e9,https://sacramentokoi.com/doitsu-metallic-ochiba-13-240114330/,Doitsu Metallic Ochiba 13″ – 240114330,Doitsu,True,$350.00,240114330,sacramentokoi_data/1f80e9_Doitsu_Metallic_Ochiba_13″_–_240114330.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114330-2.jpg
bf61d3,https://sacramentokoi.com/doitsu-metallic-ochiba-19-240422029/,Doitsu Metallic Ochiba 19″ – 240422029,Doitsu,False,"$1,350.00",240422029,sacramentokoi_data/bf61d3_Doitsu_Metallic_Ochiba_19″_–_240422029.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240422029-2.jpg
b4cd3d,https://sacramentokoi.com/doitsu-metallic-ochiba-21-240368021/,Doitsu Metallic Ochiba 21″ – 240368021,Doitsu,True,$950.00,240368021,sacramentokoi_data/b4cd3d_Doitsu_Metallic_Ochiba_21″_–_240368021.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240368021-2.jpg
16c2bd,https://sacramentokoi.com/doitsu-ochiba-20-240965059/,Doitsu Ochiba 20″ – 240965059,Doitsu,False,"$2,000.00",240965059,sacramentokoi_data/16c2bd_Doitsu_Ochiba_20″_–_240965059.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240965059-2.jpg
8469e2,https://sacramentokoi.com/doitsu-sanke-12-240058387/,Doitsu Sanke 12″ – 240058387,Doitsu,True,$225.00,240058387,sacramentokoi_data/8469e2_Doitsu_Sanke_12″_–_240058387.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058387-1-247x437.jpg
f997d7,https://sacramentokoi.com/doitsu-sanke-13-240058385/,Doitsu Sanke 13″ – 240058385,Doitsu,True,$350.00,240058385,sacramentokoi_data/f997d7_Doitsu_Sanke_13″_–_240058385.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058385-1-247x437.jpg
fc6c00,https://sacramentokoi.com/doitsu-sanke-13-240058388/,Doitsu Sanke 13″ – 240058388,Doitsu,True,$325.00,240058388,sacramentokoi_data/fc6c00_Doitsu_Sanke_13″_–_240058388.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058388-1-247x437.jpg
3975fe,https://sacramentokoi.com/doitsu-sanke-13-240118081/,Doitsu Sanke 13″ – 240118081,Doitsu,True,$275.00,240118081,sacramentokoi_data/3975fe_Doitsu_Sanke_13″_–_240118081.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240118081-2.jpg
a57437,https://sacramentokoi.com/doitsu-sanke-14-240087337/,Doitsu Sanke 14″ – 240087337,Doitsu,True,$300.00,240087337,sacramentokoi_data/a57437_Doitsu_Sanke_14″_–_240087337.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087337-1-247x437.jpg
4ca85c,https://sacramentokoi.com/doitsu-sanke-14-240174106/,Doitsu Sanke 14″ – 240174106,Doitsu,True,$400.00,240174106,sacramentokoi_data/4ca85c_Doitsu_Sanke_14″_–_240174106.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174106-2.jpg
9ccc01,https://sacramentokoi.com/doitsu-sanke-18-240323041/,Doitsu Sanke 18″ – 240323041,Doitsu,True,$675.00,240323041,sacramentokoi_data/9ccc01_Doitsu_Sanke_18″_–_240323041.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323041-2.jpg
ea752a,https://sacramentokoi.com/doitsu-sanke-20-240168045/,Doitsu Sanke 20″ – 240168045,Doitsu,True,$525.00,240168045,sacramentokoi_data/ea752a_Doitsu_Sanke_20″_–_240168045.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240168045-2.jpg
63ad5f,https://sacramentokoi.com/doitsu-sanke-20-240634067/,Doitsu Sanke 20″ – 240634067,Doitsu,True,"$1,600.00",240634067,sacramentokoi_data/63ad5f_Doitsu_Sanke_20″_–_240634067.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240634067-2.jpg
e68673,https://sacramentokoi.com/doitsu-sanke-22-240998115/,Doitsu Sanke 22″ – 240998115,Doitsu,True,"$3,800.00",240998115,sacramentokoi_data/e68673_Doitsu_Sanke_22″_–_240998115.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240998115-2.jpg
e83568,https://sacramentokoi.com/doitsu-showa-14-240058382/,Doitsu Showa 14″ – 240058382,Doitsu,True,$225.00,240058382,sacramentokoi_data/e83568_Doitsu_Showa_14″_–_240058382.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058382-1-247x437.jpg
2052bd,https://sacramentokoi.com/doitsu-showa-17-240323039/,Doitsu Showa 17″ – 240323039,Doitsu,True,$850.00,240323039,sacramentokoi_data/2052bd_Doitsu_Showa_17″_–_240323039.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323039-2.jpg
b0855f,https://sacramentokoi.com/doitsu-showa-19-240323038/,Doitsu Showa 19″ – 240323038,Doitsu,True,"$1,100.00",240323038,sacramentokoi_data/b0855f_Doitsu_Showa_19″_–_240323038.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240323038-2.jpg
ea4284,https://sacramentokoi.com/doitsu-showa-19-241662057/,Doitsu Showa 19″ – 241662057,Doitsu,False,"$3,600.00",241662057,sacramentokoi_data/ea4284_Doitsu_Showa_19″_–_241662057.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241662057-2.jpg
c1337b,https://sacramentokoi.com/doitsu-showa-20-240335179/,Doitsu Showa 20″ – 240335179,Doitsu,True,"$1,300.00",240335179,sacramentokoi_data/c1337b_Doitsu_Showa_20″_–_240335179.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240335179-2.jpg
72dd73,https://sacramentokoi.com/doitsu-showa-20-241927056/,Doitsu Showa 20″ – 241927056,Doitsu,True,"$4,000.00",241927056,sacramentokoi_data/72dd73_Doitsu_Showa_20″_–_241927056.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241927056-2.jpg
3121cc,https://sacramentokoi.com/doitsu-showa-23-240746373/,Doitsu Showa 23″ – 240746373,Doitsu,True,"$2,400.00",240746373,sacramentokoi_data/3121cc_Doitsu_Showa_23″_–_240746373.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240746373-2.jpg
49b772,https://sacramentokoi.com/doitsu-tancho-hariwake-13-240114313/,Doitsu Tancho Hariwake 13″ – 240114313,Doitsu,True,$350.00,240114313,sacramentokoi_data/49b772_Doitsu_Tancho_Hariwake_13″_–_240114313.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114313-2.jpg
bf73e9,https://sacramentokoi.com/doitsu-tancho-kohaku-17-240247141/,Doitsu Tancho Kohaku 17″ – 240247141,Doitsu,True,$700.00,240247141,sacramentokoi_data/bf73e9_Doitsu_Tancho_Kohaku_17″_–_240247141.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240247141-2.jpg
b28197,https://sacramentokoi.com/doitsu-yamabuki-ogon-12-240114301/,Doitsu Yamabuki Ogon 12″ – 240114301,Doitsu,True,$250.00,240114301,sacramentokoi_data/b28197_Doitsu_Yamabuki_Ogon_12″_–_240114301.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114301-1-247x437.jpg
5bfa27,https://sacramentokoi.com/doitsu-yellow-kikokuryu-21-241512069/,Doitsu Yellow Kikokuryu 21″ – 241512069,Doitsu,True,"$3,600.00",241512069,sacramentokoi_data/5bfa27_Doitsu_Yellow_Kikokuryu_21″_–_241512069.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241512069-2.jpg
fa9fa0,https://sacramentokoi.com/doitsu-yellow-kujaku-19-240203272/,Doitsu Yellow Kujaku 19″ – 240203272,Doitsu,False,$650.00,240203272,sacramentokoi_data/fa9fa0_Doitsu_Yellow_Kujaku_19″_–_240203272.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240203272-2.jpg
ac3185,https://sacramentokoi.com/gin-rin-asagi-14-240174108/,Gin Rin Asagi 14″ – 240174108,Asagi,True,$375.00,240174108,sacramentokoi_data/ac3185_Gin_Rin_Asagi_14″_–_240174108.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174108-2.jpg
13fee3,https://sacramentokoi.com/gin-rin-asagi-14-240187111/,Gin Rin Asagi 14″ – 240187111,Asagi,True,$475.00,240187111,sacramentokoi_data/13fee3_Gin_Rin_Asagi_14″_–_240187111.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240187111-2.jpg
53ca24,https://sacramentokoi.com/gin-rin-asagi-15-240118083/,Gin Rin Asagi 15″ – 240118083,Asagi,True,$275.00,240118083,sacramentokoi_data/53ca24_Gin_Rin_Asagi_15″_–_240118083.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240118083-2.jpg
fa62ec,https://sacramentokoi.com/gin-rin-asagi-15-240187112/,Gin Rin Asagi 15″ – 240187112,Asagi,True,$400.00,240187112,sacramentokoi_data/fa62ec_Gin_Rin_Asagi_15″_–_240187112.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240187112-2.jpg
58321b,https://sacramentokoi.com/gin-rin-asagi-16-240174091/,Gin Rin Asagi 16″ – 240174091,Asagi,True,$500.00,240174091,sacramentokoi_data/58321b_Gin_Rin_Asagi_16″_–_240174091.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174091-2.jpg
f3278b,https://sacramentokoi.com/gin-rin-asagi-16-240187110/,Gin Rin Asagi 16″ – 240187110,Asagi,True,$525.00,240187110,sacramentokoi_data/f3278b_Gin_Rin_Asagi_16″_–_240187110.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240187110-2.jpg
9e6968,https://sacramentokoi.com/gin-rin-benigoi-13-240114310/,Gin Rin Benigoi 13″ – 240114310,Benigoi,True,$275.00,240114310,sacramentokoi_data/9e6968_Gin_Rin_Benigoi_13″_–_240114310.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114310-2.jpg
bebb4a,https://sacramentokoi.com/gin-rin-benigoi-14-240114314/,Gin Rin Benigoi 14″ – 240114314,Benigoi,True,$400.00,240114314,sacramentokoi_data/bebb4a_Gin_Rin_Benigoi_14″_–_240114314.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114314-2.jpg
b37431,https://sacramentokoi.com/gin-rin-benigoi-20-240290286/,Gin Rin Benigoi 20″ – 240290286,Benigoi,True,"$1,100.00",240290286,sacramentokoi_data/b37431_Gin_Rin_Benigoi_20″_–_240290286.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240290286-2.jpg
9446dc,https://sacramentokoi.com/gin-rin-benigoi-21-240422293/,Gin Rin Benigoi 21″ – 240422293,Benigoi,True,$950.00,240422293,sacramentokoi_data/9446dc_Gin_Rin_Benigoi_21″_–_240422293.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240422293-2.jpg
9f2177,https://sacramentokoi.com/gin-rin-chagoi-18-240247139/,Gin Rin Chagoi 18″ – 240247139,Chagoi,True,$650.00,240247139,sacramentokoi_data/9f2177_Gin_Rin_Chagoi_18″_–_240247139.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240247139-2.jpg
6e7bd9,https://sacramentokoi.com/gin-rin-chagoi-19-240290288/,Gin Rin Chagoi 19″ – 240290288,Chagoi,False,"$1,000.00",240290288,sacramentokoi_data/6e7bd9_Gin_Rin_Chagoi_19″_–_240290288.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240290288-2.jpg
531bfe,https://sacramentokoi.com/gin-rin-chagoi-21-240634153/,Gin Rin Chagoi 21″ – 240634153,Chagoi,True,"$1,800.00",240634153,sacramentokoi_data/531bfe_Gin_Rin_Chagoi_21″_–_240634153.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240634153-2.jpg
fcc82a,https://sacramentokoi.com/gin-rin-chagoi-22-240640161/,Gin Rin Chagoi 22″ – 240640161,Chagoi,False,"$2,000.00",240640161,sacramentokoi_data/fcc82a_Gin_Rin_Chagoi_22″_–_240640161.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240640161-2.jpg
01af22,https://sacramentokoi.com/gin-rin-chagoi-25-240935154/,Gin Rin Chagoi 25″ – 240935154,Chagoi,True,"$2,600.00",240935154,sacramentokoi_data/01af22_Gin_Rin_Chagoi_25″_–_240935154.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240935154-2.jpg
bc496b,https://sacramentokoi.com/gin-rin-goshiki-13-240118080/,Gin Rin Goshiki 13″ – 240118080,Gin Rin,True,$250.00,240118080,sacramentokoi_data/bc496b_Gin_Rin_Goshiki_13″_–_240118080.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240118080-2.jpg
0700ae,https://sacramentokoi.com/gin-rin-goshiki-14-240118077/,Gin Rin Goshiki 14″ – 240118077,Female,False,$375.00,240118077,sacramentokoi_data/0700ae_Gin_Rin_Goshiki_14″_–_240118077.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240118077-2.jpg
f004cb,https://sacramentokoi.com/gin-rin-goshiki-14-240174089/,Gin Rin Goshiki 14″ – 240174089,Female,True,$375.00,240174089,sacramentokoi_data/f004cb_Gin_Rin_Goshiki_14″_–_240174089.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174089-2.jpg
9937f0,https://sacramentokoi.com/gin-rin-goshiki-14-240174097/,Gin Rin Goshiki 14″ – 240174097,Gin Rin,True,$425.00,240174097,sacramentokoi_data/9937f0_Gin_Rin_Goshiki_14″_–_240174097.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174097-2.jpg
b59237,https://sacramentokoi.com/gin-rin-goshiki-15-240174101/,Gin Rin Goshiki 15″ – 240174101,Gin Rin,True,$425.00,240174101,sacramentokoi_data/b59237_Gin_Rin_Goshiki_15″_–_240174101.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240174101-2.jpg
178488,https://sacramentokoi.com/gin-rin-goshiki-18-240634066/,Gin Rin Goshiki 18″ – 240634066,Gin Rin,False,"$1,500.00",240634066,sacramentokoi_data/178488_Gin_Rin_Goshiki_18″_–_240634066.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240634066-2.jpg
c2341f,https://sacramentokoi.com/gin-rin-goshiki-21-241512068/,Gin Rin Goshiki 21″ – 241512068,Female,True,"$3,400.00",241512068,sacramentokoi_data/c2341f_Gin_Rin_Goshiki_21″_–_241512068.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241512068-2.jpg
21d55c,https://sacramentokoi.com/gin-rin-hariwake-20-240203274/,Gin Rin Hariwake 20″ – 240203274,Gin Rin,True,$700.00,240203274,sacramentokoi_data/21d55c_Gin_Rin_Hariwake_20″_–_240203274.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240203274-2.jpg
9996e5,https://sacramentokoi.com/gin-rin-hi-utsuri-12-240114325/,Gin Rin Hi Utsuri 12″ – 240114325,Gin Rin,True,$250.00,240114325,sacramentokoi_data/9996e5_Gin_Rin_Hi_Utsuri_12″_–_240114325.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114325-2.jpg
a22432,https://sacramentokoi.com/gin-rin-hi-utsuri-13-240114320/,Gin Rin Hi Utsuri 13″ – 240114320,Gin Rin,True,$300.00,240114320,sacramentokoi_data/a22432_Gin_Rin_Hi_Utsuri_13″_–_240114320.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114320-2.jpg
c74533,https://sacramentokoi.com/gin-rin-hi-utsuri-14-240114308/,Gin Rin Hi Utsuri 14″ – 240114308,Gin Rin,True,$275.00,240114308,sacramentokoi_data/c74533_Gin_Rin_Hi_Utsuri_14″_–_240114308.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114308-2.jpg
b7132d,https://sacramentokoi.com/gin-rin-hi-utsuri-18-240290267/,Gin Rin Hi Utsuri 18″ – 240290267,Female,True,$650.00,240290267,sacramentokoi_data/b7132d_Gin_Rin_Hi_Utsuri_18″_–_240290267.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240290267-2.jpg
678c30,https://sacramentokoi.com/gin-rin-hi-utsuri-19-240210265/,Gin Rin Hi Utsuri 19″ – 240210265,Female,True,$550.00,240210265,sacramentokoi_data/678c30_Gin_Rin_Hi_Utsuri_19″_–_240210265.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240210265-2.jpg
8e03ee,https://sacramentokoi.com/gin-rin-hi-utsuri-19-240422292/,Gin Rin Hi Utsuri 19″ – 240422292,Female,True,"$1,100.00",240422292,sacramentokoi_data/8e03ee_Gin_Rin_Hi_Utsuri_19″_–_240422292.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240422292-2.jpg
083d7c,https://sacramentokoi.com/gin-rin-hi-utsuri-20-230257012/,Gin Rin Hi Utsuri 20″ – 230257012,Female,False,$850.00,230257012,sacramentokoi_data/083d7c_Gin_Rin_Hi_Utsuri_20″_–_230257012.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/230257012-247x438.jpg
95f027,https://sacramentokoi.com/gin-rin-hi-utsuri-22-240368017/,Gin Rin Hi Utsuri 22″ – 240368017,Female,False,"$1,300.00",240368017,sacramentokoi_data/95f027_Gin_Rin_Hi_Utsuri_22″_–_240368017.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240368017-2.jpg
758a21,https://sacramentokoi.com/gin-rin-kohaku-11-240058381/,Gin Rin Kohaku 11″ – 240058381,Gin Rin,True,$150.00,240058381,sacramentokoi_data/758a21_Gin_Rin_Kohaku_11″_–_240058381.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058381-1-247x437.jpg
389edb,https://sacramentokoi.com/gin-rin-kohaku-11-240058384/,Gin Rin Kohaku 11″ – 240058384,Gin Rin,True,$175.00,240058384,sacramentokoi_data/389edb_Gin_Rin_Kohaku_11″_–_240058384.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058384-1-247x437.jpg
ba7918,https://sacramentokoi.com/gin-rin-kohaku-12-240058380/,Gin Rin Kohaku 12″ – 240058380,Gin Rin,True,$250.00,240058380,sacramentokoi_data/ba7918_Gin_Rin_Kohaku_12″_–_240058380.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240058380-1-247x437.jpg
b47bca,https://sacramentokoi.com/gin-rin-kohaku-23-241131117/,Gin Rin Kohaku 23″ – 241131117,Female,False,"$3,200.00",241131117,sacramentokoi_data/b47bca_Gin_Rin_Kohaku_23″_–_241131117.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/241131117-2.jpg
c09abe,https://sacramentokoi.com/gin-rin-kohaku-24-240537266/,Gin Rin Kohaku 24″ – 240537266,Female,True,"$2,800.00",240537266,sacramentokoi_data/c09abe_Gin_Rin_Kohaku_24″_–_240537266.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240537266-2.jpg
3e0fb4,https://sacramentokoi.com/gin-rin-kujaku-14-240087340/,Gin Rin Kujaku 14″ – 240087340,Female,True,$300.00,240087340,sacramentokoi_data/3e0fb4_Gin_Rin_Kujaku_14″_–_240087340.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087340-1-247x437.jpg
244191,https://sacramentokoi.com/gin-rin-kujaku-18-240422031/,Gin Rin Kujaku 18″ – 240422031,Female,False,"$1,250.00",240422031,sacramentokoi_data/244191_Gin_Rin_Kujaku_18″_–_240422031.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240422031-2.jpg
2baf77,https://sacramentokoi.com/gin-rin-matsukawabaki-15-240155006/,Gin Rin Matsukawabaki 15″ – 240155006,Gin Rin,False,$450.00,240155006,sacramentokoi_data/2baf77_Gin_Rin_Matsukawabaki_15″_–_240155006.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240155006-2.jpg
c111e0,https://sacramentokoi.com/gin-rin-metallic-kin-matsuba-18-240468295/,Gin Rin Metallic Kin Matsuba 18″ – 240468295,Gin Rin Metallic,True,"$1,500.00",240468295,sacramentokoi_data/c111e0_Gin_Rin_Metallic_Kin_Matsuba_18″_–_240468295.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240468295-2.jpg
1f14dd,https://sacramentokoi.com/gin-rin-ochiba-11-240054211/,Gin Rin Ochiba 11″ – 240054211,Gin Rin,True,$125.00,240054211,sacramentokoi_data/1f14dd_Gin_Rin_Ochiba_11″_–_240054211.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240054211-1-247x438.jpg
cfe8b6,https://sacramentokoi.com/gin-rin-ochiba-12-240087336/,Gin Rin Ochiba 12″ – 240087336,Gin Rin,True,$275.00,240087336,sacramentokoi_data/cfe8b6_Gin_Rin_Ochiba_12″_–_240087336.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240087336-1-247x437.jpg
240691,https://sacramentokoi.com/gin-rin-ochiba-12-240114327/,Gin Rin Ochiba 12″ – 240114327,Gin Rin,True,$350.00,240114327,sacramentokoi_data/240691_Gin_Rin_Ochiba_12″_–_240114327.jpg,https://sacramentokoi.com/wp-content/uploads/2024/12/240114327-2.jpg
